strain_id,seed_bank,strain_name_raw,awards_raw,breeder_name_raw,cbd_content_raw,cbd_max_raw,cbd_min_raw,cbd_range_raw,cbn_content_raw,climate_raw,description_raw,difficulty_raw,dominant_type_raw,effects_all_raw,flavors_all_raw,flowering_time_raw,flowering_type_raw,generation_raw,genetics_lineage_raw,height_indoor_raw,height_outdoor_raw,height_raw,indica_percentage_raw,is_hybrid_raw,s3_html_key_raw,sativa_percentage_raw,scraped_at_raw,seed_type_raw,source_url_raw,suitable_environments_raw,terpenes_raw,thc_average_raw,thc_content_raw,thc_max_raw,thc_min_raw,thc_range_raw,total_grow_time_raw,yield_indoor_raw,yield_outdoor_raw,ruderalis_percentage_clean,filial_type_clean,breeding_status_clean,strain_name_normalized,aka_names_clean,similar_spelling_clean,is_autoflower_clean,autoflower_seed_to_harvest_days_min_clean,autoflower_seed_to_harvest_days_max_clean,flowering_time_min_days_clean,flowering_time_max_days_clean,height_indoor_min_cm_clean,height_indoor_max_cm_clean,height_outdoor_min_cm_clean,height_outdoor_max_cm_clean,yield_indoor_min_g_m2_clean,yield_indoor_max_g_m2_clean,yield_outdoor_min_g_plant_clean,yield_outdoor_max_g_plant_clean,dominant_type_clean,seed_type_clean,flowering_type_clean,difficulty_clean
bff89fc7-39dc-47d1-bab3-b1463ddeef8a,gorilla,AMNESIA ZKITTLEZ AUTO,,Fast Buds Seeds,,,,,,,"About AMNESIA ZKITTLEZ AUTOAmnesia Zkittlez Auto by Fast Buds: A Flavorful Autoflowering DelightAmnesia Zkittlez Auto from Fast Buds is an exceptional strain that blends tropical fruit flavors with uplifting effects. Designed for both beginners and seasoned enthusiasts, this autoflowering marvel delivers fast results, vibrant aromas, and a powerful high. Here's why it's a must-try:Tropical Flavors:Enjoy a burst of mango, citrus, and candy-like sweetness with every hit.Uplifting Effects:Experience a euphoric and creative high thatÃ¢ÂÂs perfect for daytime use.Rapid Growth:Harvest quality buds in just 9Ã¢ÂÂ10 weeks from seed.High THC Content:Boasting THC levels of up to 24%, it's a potent choice for any enthusiast.Pairing flavorful strains like this with the right smoking setup makes all the difference Ã¢ÂÂ check outBongs.co.ukfor premium glassware and accessories that elevate your session.Whether you're looking to elevate your mood or savor the fruity aroma, Amnesia Zkittlez Auto is a top-tier choice. Explore this strain and more from Fast Buds, available now at Gorilla Seeds.New Fruity Autoflowers from Fast BudsMeet the latest flavour-forward autoflowers from Fast Buds. These fresh drops are packed with exotic terpene profiles, intense effects, and next-gen geneticsÃ¢ÂÂperfect for growers who crave powerful taste and reliable performance in one sweet autoflowering package.Papayton AutoÃÂ£11.99Lemon Cherry Runtz AutoÃÂ£11.99",,,euphoric,,,,,Amnesia Zkittlez Auto,,,,,,html/00d400be4c8e839a.html,,2026-01-14,,https://www.gorilla-cannabis-seeds.co.uk/fastbuds/autoflowering/amnesia-zkittlez-auto.html,,,,24.0,,,,,,,,,,amnesia zkittlez,,amnesiazkittlezauto,True,,,,,,,,,,,,,,,,
7be1628f-21a4-4eea-9bf4-f9e50b4d9cb0,great_lakes_genetics,Green Wolfe,False,Great Lakes Genetics,,,,,,,Green Wolfe Seed Co. - Urkleberry Kush (12 reg seeds) Genetics: Purple Urkle x a worked (2012) F3 of DynastyÃ¢ÂÂs Huckleberry Kush.,,,,earthy,,,,3rd Coast Family Farms3Thirteen SeedsADK GrassAntenna SeedsAnthos SeedsAV3 GeneticsBackyard BoogieBig Cloud PresentsBlac,,,,,,html/b3934b387ac775ee.html,,2026-01-12T17:31:00.323813,,https://www.greatlakesgenetics.com/product/green-wolfe-seed-co-urkleberry-kush-12-reg-seeds/,,,,,,,,,,,,,,green wolfe,,greenwolfe,False,,,,,,,,,,,,,,,,
b38dd350-d129-40c5-b8a4-917ee46498e9,great_lakes_genetics,Night Owl,False,Great Lakes Genetics,,,,,,,Night Owl Seeds - Space Station Gold (3 auto fem seeds) Genetics: Cosmic Queen F4S1 x Vanilla Fizz F1,,,,diesel,,,,3rd Coast Family Farms3Thirteen SeedsADK GrassAntenna SeedsAnthos SeedsAV3 GeneticsBackyard BoogieBig Cloud PresentsBlac,,,,,,html/fbfa2e45b00271af.html,,2026-01-12T17:31:00.542920,,https://www.greatlakesgenetics.com/product/night-owl-seeds-space-station-gold-3-auto-fem-seeds/,,,,,,,,,,,,,,night owl,,nightowl,True,,,,,,,,,,,,,,,,
06dd7f2c-60f1-49d7-93b0-e19f62e1f39e,great_lakes_genetics,Satori,False,Great Lakes Genetics,,,,,,,Satori Seeds - LalitÃÂ Auto (12 reg auto seeds) - Genetics: Mexican x Siberian Ruderalis x OG Kush,,,"creative, focused, happy","sweet, citrus",,,,3rd Coast Family Farms3Thirteen SeedsADK GrassAntenna SeedsAnthos SeedsAV3 GeneticsBackyard BoogieBig Cloud PresentsBlac,,,,,,html/dd9b16d299ec5125.html,,2026-01-12T17:31:00.748203,,https://www.greatlakesgenetics.com/product/satori-seeds-lalita-auto-12-reg-auto-seeds/,,,,,,,,,,,,,,satori,,satori,True,,,,,,,,,,,,,,,,
3b4573ea-36c0-41e2-85c1-1409dda8ad2d,great_lakes_genetics,Off-Grid,False,Great Lakes Genetics,,,,,,,Off-Grid Seeds - Aruba (16 reg seeds) Genetics: Aruba line originally collected via Bodhi,,,,spicy,,,,3rd Coast Family Farms3Thirteen SeedsADK GrassAntenna SeedsAnthos SeedsAV3 GeneticsBackyard BoogieBig Cloud PresentsBlac,,,,,,html/a449efb4d5587031.html,,2026-01-12T17:31:00.923959,,https://www.greatlakesgenetics.com/product/off-grid-seeds-aruba-16-reg-seeds/,,,,,,,,,,,,,,off-grid,,offgrid,False,,,,,,,,,,,,,,,,
995b6914-9d13-4af1-a9c1-4aee822c621b,great_lakes_genetics,Northern Leaf,False,Great Lakes Genetics,,,,,,,Northern Leaf Seeds - Hoochie Seeds F1 (12 reg seeds) Lineage: (GG#4 x Cheese) x MILF,,,,,,,,3rd Coast Family Farms3Thirteen SeedsADK GrassAntenna SeedsAnthos SeedsAV3 GeneticsBackyard BoogieBig Cloud PresentsBlac,,,,,,html/6c440bc7fa6fce53.html,,2026-01-12T17:31:01.164684,,https://www.greatlakesgenetics.com/product/northern-leaf-seeds-hoochie-seeds-f1-12-reg-seeds/,,,,,,,,,,,,,,northern leaf,,northernleaf,False,,,,,,,,,,,,,,,,
102af824-9225-4389-9c78-bdb779afe5ab,herbies,Mimosa Shot Herbies Seeds,,,98.29,,,,,,,,,happy,sweet,,,,Purple Punch x Clementine   Show all Show less     Mimosa Shot Strain Reviews    5.0   42 reviews,78.7,78.7,,30.0,,html/003baad9d5646147.html,70.0,2026-01-14,,https://herbiesheadshop.com/cannabis-seeds/mimosa-shot-herbies-seeds,"Outdoor, Indoor",,,98.29,,,,,2.3,28.2,,,Hybrid,mimosa shot herbies,,mimosashotherbiesseeds,False,,,,,78.7,78.7,78.7,78.7,2.3,2.3,28.2,28.2,,,,
bf6f7ab7-7553-442f-bf4f-a168560eab32,herbies,Holy Snow Ghs,,,96.74,,,,,,,,,happy,sweet,,,,Hawaiian Snow x Holy Punch   Show all Show less     Holy Snow Strain Reviews     No reviews yet. Be,,,,30.0,,html/00af474d995cd192.html,70.0,2026-01-14,,https://herbiesheadshop.com/cannabis-seeds/holy-snow-ghs,"Outdoor, Indoor",,,96.74,,,,,1.6,24.7,,,Hybrid,holy snow ghs,,holysnowghs,False,,,,,,,,,1.6,1.6,24.7,24.7,,,,
5e0b52cc-4bbe-4cc6-a4ee-43009c2350a0,herbies,Dozy Whale,,,99.34,,,,,,,,,happy,pine,,,,Dozy Doz x (White Widow IBL x Haze IBL)   Show all Show less     Dozy Whale Strain Reviews    4.9,78.7,78.7,,,,html/00d6de21c82701d2.html,,2026-01-14,,https://herbiesheadshop.com/cannabis-seeds/dozy-whale,"Outdoor, Indoor",,,99.34,,,,,1.6,21.2,,,IBL,dozy whale,,dozywhale,False,,,,,78.7,78.7,78.7,78.7,1.6,1.6,21.2,21.2,,,,
b408738e-a16e-4861-aece-6cf24f7f0c0e,herbies,Auto Lemon Z,,,99.01,,,,,,,,,happy,citrus,,,,Z x Las Vegas Lemon Skunk   Show all Show less     Auto Lemon Kix (Auto Lemon Z) Strain Reviews    4,,,,,,html/01593969fc4cf3be.html,,2026-01-14,,https://herbiesheadshop.com/cannabis-seeds/auto-lemon-z,"Outdoor, Indoor, Greenhouse",,,99.01,,,,84 days,1.6,,,,Hybrid,lemon z,,autolemonz,True,,,,,,,,,1.6,1.6,,,,,,
0c5e0af5-8e1c-430e-9eba-e8b6193db56a,herbies,Larry Og Herbies Seeds Usa,,,98.29,,,,,,,,,happy,earthy,,,,Larry OG (Indica) x OG   Show all Show less     Larry OG Strain Reviews     No reviews yet. Be the f,47.2,47.2,,,,html/01944f3623991761.html,,2026-01-14,,https://herbiesheadshop.com/cannabis-seeds/larry-og-herbies-seeds-usa,"Outdoor, Indoor",,,98.29,,,,,1.6,10.6,,,Hybrid,larry og herbies usa,,larryogherbiesseedsusa,False,,,,,47.2,47.2,47.2,47.2,1.6,1.6,10.6,10.6,,,,
e36bc822-55a3-4426-9df7-9acf8431a2ef,ilgm,Critical Mass Feminized,,,,,,,,,"Critical Mass Feminized is an 18Ã¢ÂÂ22% THC indica-dominant strain with skunky-citrus flavor, calm clarity, and heavy body relaxation for evening use.",,,,,,,,,,,,,,html/0017fbd840f2539f.html,,2026-01-13T08:30:43.034964,,https://ilgm.com/products/critical-mass-feminized-seeds,,,20.0,,22.0,18.0,,,,,,,,critical mass,,criticalmassfeminized,False,,,,,,,,,,,,,,,,
9ab82227-263a-45f4-ac60-fe9879bc5aba,ilgm,Chronic Widow Feminized,,,,,,,,,Chronic Widow is a high-potency marijuana strain that delivers energetic to relaxed effects. | Free Discreet Shipping,,,,,,,,,,,,,,html/04bda71b105a561c.html,,2026-01-13T08:36:07.216638,,https://ilgm.com/products/chronic-widow-feminized-seeds,,,,,,,,,,,,,,chronic widow,,chronicwidowfeminized,False,,,,,,,,,,,,,,,,
7d350fdc-0584-46eb-867a-50c31bf43335,ilgm,Gelonade Autoflower,,,,,,,,,"Gelonade Autoflower is a High Times Cup-winning marijuana strain that delivers energetic, giggly highs. | Free Discreet Shipping",,,,,,,,,,,,,,html/051576cf88d9b6d3.html,,2026-01-13T08:34:23.403349,,https://ilgm.com/products/gelonade-autoflower-seeds,,,,,,,,,,,,,,gelonade,,gelonadeautoflower,True,,,,,,,,,,,,,,,,
c649fc75-07ab-408c-8669-ab5a6f0434a5,ilgm,Carma Cbd Feminized,,,,,,,,,Carma is a high CBD industrial hemp strain with some of the richest levels of cannabinoids! Grow pesticide & GMO-free Carma seeds from ILGM.,,,,,,,,,,,,,,html/09d797aff08f7703.html,,2026-01-13T08:22:47.214593,,https://ilgm.com/products/carma-cbd-feminized-seeds,,,,,,,,,,,,,,carma cbd,,carmacbdfeminized,False,,,,,,,,,,,,,,,,
7bfc671f-cfe0-48c5-9391-85500434afbc,ilgm,Green Crack Feminized,,,,,,,,,Green Crack is a Snoop Dogg renamed classic with a citrus-mango Skunk flavor. | Free Discreet Shipping,,,,,,,,,,,,,,html/0a773c1f8fe81602.html,,2026-01-13T08:36:46.082779,,https://ilgm.com/products/green-crack-feminized-seeds,,,,,,,,,,,,,,green crack,,greencrackfeminized,False,,,,,,,,,,,,,,,,
936f13a3-d4d5-4f6c-a096-e31066116495,ilgm_js,LA Kush Cake,,,,,,,,Outdoor,"LA Kush Cake is a high potency cannabis that delivers happy, relaxed effects. | Free Discreet Shipping",,,relaxing,sweet,,,,Wedding Cake x Kush Mints,,,,,,html_js/ff97eb9bd80fc8a0_js.html,,2026-01-15T18:07:03.281665,,,,,,20.0,,,,,,,,,Hybrid,la kush cake,,lakushcake,False,,,,,,,,,,,,,,,,
99f3bd32-f577-4cd7-b268-c5e12f7f0e4c,mephisto_genetics,Zo Raven,,,,,,,,,"Lemon, strawberries, cream, candy and chemicals. A taste sensation in the waiting. Expect a squatter plant with beautiful fades and colours across the spectrum as she comes to the end of flower.",,,,,,,F1,Skip to content,,,,,False,html/36d978990916a846.html,,2026-01-12T17:19:09.653446,,https://mephistogenetics.com/products/zo-raven,,,,,,,,,,,,F1,,zo raven,,zoraven,False,,,,,,,,,,,,,,,,
a3df6a17-75b6-4256-9cd6-34cbae4d0652,mephisto_genetics,Zinfandel,,,,,,,,,Introducing our third drop of our new format Limited Editions! Walter White Bx1 isnÃ¢ÂÂt our first backcross; with our Artisanals line we put in the work and take things to a level that not many others do. As with our Livers BX1 project which took 12 generations of breeding to get to the point of release; our Walter White,,,,,,,BX1,Skip to content,,,,,False,html/a633ec7212e946d1.html,,2026-01-12T17:19:10.051510,,https://mephistogenetics.com/products/zinfandel,,,,,,,,,,,,BX1,,zinfandel,,zinfandel,False,,,,,,,,,,,,,,,,
b1f0a593-0edd-4b6a-8adb-af93bcd35b96,mephisto_genetics,Willy's Gum,,,,,,,,,"Willy's Gum Old School Mango Haze x HubbaBubbaHaze15/85 Bubblegum, mango and that classic haze goodness. Sweet on the nose and the inhale, sheÃ¢ÂÂs more complex than the name might give her credit for. Expect a bigger girl that might take some taming, but the work will be more than worth it in the end.",,,,,,,F1,Skip to content,,,,,False,html/3c6e5f064ddc8f37.html,,2026-01-12T17:19:10.444126,,https://mephistogenetics.com/products/willys-gum,,,,,,,,,,,,F1,,willy's gum,,willysgum,False,,,,,,,,,,,,,,,,
9f035198-4bf9-4435-b3c7-0c9919bbbb0b,mephisto_genetics,White Wedding,,,,,,,,,"Originally only available as a special freebie strain as part of our third new format Limited Editions, White Wedding is, for the first time, available for purchase! Walter White Bx1 isnÃ¢ÂÂt our first backcross; with our Artisanals line we put in the work and take things to a level that not many others do. As with our Li",,,,gas,,,BX1,Skip to content,,,,,False,html/099d70304a99577c.html,,2026-01-12T17:19:10.756034,,https://mephistogenetics.com/products/white-wedding,,,,,,,,,,,,BX1,,white wedding,,whitewedding,False,,,,,,,,,,,,,,,,
7862fd2f-7247-40e4-b087-767341ee6fb7,mephisto_genetics,White Raven,,,,,,,,,Introducing our third drop of our new format Limited Editions! Walter White Bx1 isnÃ¢ÂÂt our first backcross; with our Artisanals line we put in the work and take things to a level that not many others do. As with our Livers BX1 project which took 12 generations of breeding to get to the point of release; our Walter White,,,,diesel,,,BX1,Skip to content,,,,,False,html/f54f9eadaaeb9d4b.html,,2026-01-12T17:19:11.099988,,https://mephistogenetics.com/products/white-raven,,,,,,,,,,,,BX1,,white raven,,whiteraven,False,,,,,,,,,,,,,,,,
62a5f775-3f86-4512-942a-1fc12b7004ab,multiverse_beans,aeque genetics zwiesel strain auto fem 3 pack,,,,,,,,,,,,,,,,,,,,,,False,html/f50ebb9a32049844.html,,2026-01-12T17:01:17.027864,,https://multiversebeans.com/product/aeque-genetics-zwiesel-strain-auto-fem-3-pack/,,,,,,,,,,,,,,zwiesel,,aequegeneticszwieselstrainautofem3pack,True,,,,,,,,,,,,,,,,
e5d4d250-b1ae-4096-9db8-f56c7bfcde8d,multiverse_beans,ztrawberriez fast buds,,,,,,,,,"Genetics: Indica-dominant hybrid (Autoflowering) Flavor: Sweet, fruity (strawberry, grape, blueberry), with creamy and citrus notes Effect: Uplifting cerebral high followed by full-body relaxation Grow Info: 9Ã¢ÂÂ10 weeks seed to harvest, yields up to 600 g/mÃÂ², height ~120 cm Best For: Beginners, terpene enthusiasts, extractors, and daytime focus ÃÂ  Ztrawberriez Auto is an Indica-dominant hybrid that delivers up to 600 g/mÃÂ² of dense, resin-covered buds in just 9Ã¢ÂÂ10 weeks. Featuring a medley of fruity flavors like strawberry, lemon, grape, and blueberry, this strain offers a balanced high that uplifts the mind while relaxing the body, making it ideal for productive, stress-free days.",,,,,,,,,,,,,False,html/e1c931a4eac7f1a1.html,,2026-01-12T17:01:17.263846,,https://multiversebeans.com/product/ztrawberriez-fast-buds/,,,,,,,,,,,,,,ztrawberriez fast buds,,ztrawberriezfastbuds,False,,,,,,,,,,,,,,,,
9a241634-ba23-4730-a7ad-618dc4c3b7fe,multiverse_beans,ethos genetics zoap duet strains fem photo,,,,,,,,,CHERRY ZOAP R1 -*AND*- SUN DART R1,,,,,,,,,,,,,False,html/69a92036451a9eba.html,,2026-01-12T17:01:17.512309,,https://multiversebeans.com/product/ethos-genetics-zoap-duet-strains-fem-photo/,,,,,,,,,,,,,,ethos genetics zoap duet strains photo,,ethosgeneticszoapduetstrainsfemphoto,False,,,,,,,,,,,,,,,,
fd9b4d40-d83e-4bc0-8b63-ce8472d58e76,multiverse_beans,canuk seeds zkittlez glue elite strain fem photo,,,,,,,,,,,,,,,,,,,,,,,html/947ac2493b1436e5.html,,2026-01-12T17:01:17.678479,,https://multiversebeans.com/product/canuk-seeds-zkittlez-glue-elite-strain-fem-photo/,,,,,,,,,,,,,,canuk zkittlez glue elite photo,,canukseedszkittlezglueelitestrainfemphoto,False,,,,,,,,,,,,,,,,
b7b32e89-af90-44bc-b714-cc9c87b59f6b,multiverse_beans,canuk seeds zkittlez elite strain fem photo,,,,,,,,,,,,,,,,,,,,,,False,html/d40d9d05e2b3e9dc.html,,2026-01-12T17:01:17.870413,,https://multiversebeans.com/product/canuk-seeds-zkittlez-elite-strain-fem-photo/,,,,,,,,,,,,,,canuk zkittlez elite photo,,canukseedszkittlezelitestrainfemphoto,False,,,,,,,,,,,,,,,,
162cc771-0299-4ef6-b11c-07aaea40e239,neptune,Nasha Genetics Ã¢ÂÂ ZZ Bang,,Nasha Genetics,,,,,,,Nasha Genetics - ZZ Bang. 10 (F) Lineage: Jokerz #31 x Zoap,,,,,,,,,,,,,False,html/88d3b8ba6c043576.html,,2026-01-12T15:17:28.459070,,https://neptuneseedbank.com/product/nasha-genetics-zz-bang/,,,,,,,,,,,,,,nasha genetics ã¢ââ zz bang,,nashageneticsãââzzbang,False,,,,,,,,,,,,,,,,
54faecdc-da5a-4cae-b80c-f4339ebe693b,neptune,Secret Society,,Secret Society Seed Co,,,,,,,Secret Society Seed Co. - ZuZu Fruit. 12 Regular Seeds Lineage: Wedding Cake x Sprinklez,,,,,,,,,,,,,True,html/89d6b9f7c922042d.html,,2026-01-12T15:17:28.734876,,https://neptuneseedbank.com/product/secret-society-seed-co-zuzu-fruit/,,,,,,,,,,,,,,secret society,,secretsociety,False,,,,,,,,,,,,,,,,
3c374347-4ba4-4d2b-97a9-2df45cdf2496,neptune,Nasha Genetics Ã¢ÂÂ Zushlato,,Nasha Genetics,,,,,,,Nasha Genetics - Zushlato. 10 (F) Lineage: Gushlato #41 x Zoap,,,,,,,,,,,,,False,html/74e3cb1f376182f2.html,,2026-01-12T15:17:28.946970,,https://neptuneseedbank.com/product/nasha-genetics-zushlato/,,,,,,,,,,,,,,nasha genetics ã¢ââ zushlato,,nashageneticsãââzushlato,False,,,,,,,,,,,,,,,,
8cb5437e-7ead-412c-aef3-321dac7c61b5,neptune,In House Genetics Ã¢ÂÂ Zushi Kuro,,In House Genetics,,,,,,,"Zushi Kuro strain feminized seeds by In House combine Black Cherry Pie and Blue Zushi for cherry dessert terps, blueberry gas, and resin-heavy buds.",Easy,,,,,,,,,,,,False,html/5a371b38341a1e49.html,,2026-01-12T15:17:29.157981,,https://neptuneseedbank.com/product/zushi-kuro-strain/,,,,,,,,,,,,,,in house genetics ã¢ââ zushi kuro,,inhousegeneticsãââzushikuro,False,,,,,,,,,,,,,,,,Easy
6ee0fcf3-7d08-4b72-82b9-cd26700d5be7,neptune,In House Genetics Ã¢ÂÂ Zurkle (Feminized) 1/2pack,,In House Genetics,,,,,,,In House Genetics - Zurkle (F) 1/2pack. 6 (F) Lineage: Zoap x Urkle,,,,,,,,,,,,,False,html/e2eb876ca605d2d7.html,,2026-01-12T15:17:29.325234,,https://neptuneseedbank.com/product/in-house-genetics-zurkle-f-1-2pack/,,,,,,,,,,,,,,in house genetics ã¢ââ zurkle () 1/,,inhousegeneticsãââzurklefeminized12pack,False,,,,,,,,,,,,,,,,
685341b1-2d62-48eb-a10e-658dedca3fe9,north_atlantic,Zweet OG R2 (F),,,100.0,,,,,,Buy Zweet OG R2 (F) online from North Atlantic Seed Co. Voted #1 by the ICA Cannabis Awards. Fast shipping & premium genetics.,,,,,,,,,,,,,False,html/bb8ee74cacb6b315.html,,2026-01-12T14:54:51.653544,,https://www.northatlanticseed.com/product/new-zweet-og-r2-f/,,,,,,,,,,,,,,zweet og r2,,zweetogr2f,False,,,,,,,,,,,,,,,,
10a8dbf2-9f98-4484-8b95-27b9c7271cff,north_atlantic,Zweet Inzanity Rbx (F),,,100.0,,,,,,Buy Zweet Inzanity Rbx (F) online from North Atlantic Seed Co. Voted #1 by the ICA Cannabis Awards. Fast shipping & premium genetics.,,,,,,,,,,,,,False,html/d61eca4a8f976b5a.html,,2026-01-12T14:54:51.827663,,https://www.northatlanticseed.com/product/zweet-inzanity-rBX-f/,,1.0,,,,,,,,,,,,zweet inzanity rbx,,zweetinzanityrbxf,False,,,,,,,,,,,,,,,,
25ca3190-06bb-428c-83c5-b734560a6c79,north_atlantic,Zweet,,,100.0,,,,,,Buy Zweet Auto RBx2 online from North Atlantic Seed Co. Voted #1 by the ICA Cannabis Awards. Fast shipping & premium genetics.,,,,,,,,,,,,,False,html/322ad899eed45887.html,,2026-01-12T14:54:52.037487,,https://www.northatlanticseed.com/product/zweet-auto/,,,,,,,,,,,,,,zweet,,zweet,True,,,,,,,,,,,,,,,,
2e84519f-1dd2-4f3b-9709-d6a9ccc91266,north_atlantic,Zuzu Fruit (R),,,100.0,,,,,,Buy Zuzu Fruit (R) online from North Atlantic Seed Co. Voted #1 by the ICA Cannabis Awards. Fast shipping & premium genetics.,,,,,,,,,,,,,False,html/0d23b75f79617a58.html,,2026-01-12T14:54:52.270080,,https://www.northatlanticseed.com/product/zuzu-fruit/,,,,,,,,,,,,,,zuzu fruit,,zuzufruitr,False,,,,,,,,,,,,,,,,
648da2e7-6646-4a32-8aa6-8eb0bef30313,north_atlantic,Zushi Verde (F),,,100.0,,,,,,Buy Zushi Verde (F) online from North Atlantic Seed Co. Voted #1 by the ICA Cannabis Awards. Fast shipping & premium genetics.,,,,,,,,,,,,,False,html/acac2b6bda18518c.html,,2026-01-12T14:54:52.473883,,https://www.northatlanticseed.com/product/zushi-verde-f-ships-late-september/,,,,,,,,,,,,,,zushi verde,,zushiverdef,False,,,,,,,,,,,,,,,,
f9652719-7a3a-4279-b464-89fc92760649,royal_queen_seeds,"White
																								Widow",,,,,,,,,"With sativa, indica, and ruderalis, White Widow Auto produces a slightly spicy smoke and a hard-hitting,  relaxing high hardly found in other strains.",,Balanced Hybrid,,,,,F1,,,,,40.0,False,html/3af0fa41e94a4d05.html,40.0,2026-01-12T17:24:50.363836,,https://www.royalqueenseeds.com/us/autoflowering-cannabis-seeds/178-white-widow-automatic.html,,,,14.0,14.0,14.0,,,,,20.0,F1,,white widow,,whitewidow,True,,,,,,,,,,,,,Balanced,,,
6306bd0f-dae9-4bbb-ad77-9f87da69d731,royal_queen_seeds,"White
																								Widow",,s created our own version of this classic using Wh,,,,,,,"Created with award-winning genetics, the sativa-dominant crystalline buds of White Widow exert energetic effects and treat users to fruity tastes.",,Balanced Hybrid,,,,,F1,,,,,50.0,True,html/6deaed0247a4591b.html,50.0,2026-01-12T17:24:50.673785,,https://www.royalqueenseeds.com/us/feminized-cannabis-seeds/122-white-widow.html,,3.0,,19.0,19.0,19.0,,,,,,F1,,white widow,,whitewidow,False,,,,,,,,,,,,,Balanced,,,
049852c6-821f-4f87-8d88-363e8a536015,royal_queen_seeds,"Tropicana
																								Cookies
																								Purple",,s created this sativa-dominant hybrid by crossing,,,,,,,Get Tropicana Cookies Purple Auto seeds and enjoy unbelievably fruity flavours paired with high levels of THC and a motivating and uplifting high.,,Sativa,,,,,F1,,,,,35.0,False,html/6ed840e60945cf1e.html,60.0,2026-01-12T17:24:50.988030,,https://www.royalqueenseeds.com/us/autoflowering-cannabis-seeds/679-tropicana-cookies-purple-automatic.html,,,,20.0,20.0,20.0,,,,,5.0,F1,,tropicana cookies purple,,tropicanacookiespurple,True,,,,,,,,,,,,,Sativa,,,
503aa9d1-445a-4b1a-9383-6d23a4b7c451,royal_queen_seeds,"Triple
																								G",,s at Royal Queen Seeds set out to create Triple G,,,,,,,"Triple G Auto has it all. This Premium USA strains boasts high levels of THC, sweet terpenes, a rapid growing cycle, and rewarding yields.",,Sativa,,,,,F1,,,,60-120 cm,15.0,False,html/ce3c02ea704f5fc9.html,80.0,2026-01-12T17:24:51.290248,,https://www.royalqueenseeds.com/us/autoflowering-cannabis-seeds/572-triple-g-automatic.html,,,,20.0,20.0,20.0,,,,,5.0,F1,,triple g,,tripleg,True,,,,,,,,,,,,,Sativa,,,
9c063bf0-b742-4391-b41d-5d6177588e05,royal_queen_seeds,Trainwreck,,,,,,,,,"The autoflowering version of Trainwreck, Trainwreck Auto retains many of its parent strain's celebrated traits, including the multifaceted aroma and happy high.",,Sativa,,,,,F1,,,,80-130 cm,15.0,True,html/4b3d36b38e39716e.html,85.0,2026-01-12T17:24:51.615790,,https://www.royalqueenseeds.com/us/autoflowering-cannabis-seeds/657-trainwreck-automatic.html,,,,19.0,19.0,19.0,,,,,,F1,,trainwreck,,trainwreck,True,,,,,,,,,,,,,Sativa,,,
28a4d48b-ddd8-46b6-82d1-bad945f23232,seed_supreme,Amnesia x AK-47 Feminized,,,,,,,,,"A comparative newcomer to the scene, Amnesia x AK-47 Feminized is a Sativa-dominant hybrid that impresses in all the essential areas. Whether looking to get fired up on a Monday morning or in need of a jitter-free energy boost in the afternoon, look no further than this potent feminized hybrid of industry legends...",,Indica,,,,,,,,,,,False,html/f4ad15c7561c4a03.html,40.0,2026-01-12T17:09:15.005752,Hybrid,https://seedsupreme.com/amnesia-x-ak-47-feminized.html,,,,,,,,,,,,,,amnesia x ak,,amnesiaxak47feminized,False,,,,,,,,,,,,,Indica,,,
472b46da-a94f-40a7-942b-2eed48897974,seed_supreme,Zookies Autoflower Cannabis,,,,,,,,,,,,,,,,,,,,,,False,html/bf63f44d97612ab9.html,,2026-01-12T17:09:15.357073,,https://seedsupreme.com/zookies-autoflower.html,,,,,,,,,,,,,,zookies cannabis,,zookiesautoflowercannabis,True,,,,,,,,,,,,,,,,
3a5ebb6d-f7cc-4d55-8e95-7874f4f99c56,seed_supreme,Zombie Death Fuck Feminized,,,,,,,,,"Strongly Sativa and cerebral, this immense psychedelic pot is a miracle baby between legendary strains, and the happiest accident the cannabis community has ever seen...",,,,,,,,,,,,,False,html/dc99405999195801.html,,2026-01-12T17:09:15.726781,Hybrid,https://seedsupreme.com/zombie-death-fuck-feminized.html,,,,23.0,23.0,23.0,,,,,,,,zombie death fuck,,zombiedeathfuckfeminized,False,,,,,,,,,,,,,,,,
55276e93-c708-4ec6-b052-ab7227e6df66,seed_supreme,Zkittlez Feminized,2016.0,,,,,,,,"Probably named after the kaleidoscopic candy, Skittles, this strain promises a rainbow of fruity and sweet delights worthy of the moniker...",,,,,,,,,,,,,False,html/7c9a2e75fde41220.html,,2026-01-12T17:09:16.098711,Hybrid,https://seedsupreme.com/zkittlez-feminized.html,,,,,,,,,,,,,,zkittlez,,zkittlezfeminized,False,,,,,,,,,,,,,,,,
2f48737a-ae77-4059-b7e8-f50f0d992c36,seed_supreme,Yumbolt Autoflower,,,,,,,,,"Heavy-handed and relaxing despite her refreshing tropical rainforest aroma, this potÃ¢ÂÂs effects begin with a soaring euphoria before she drags you down to bliss and tranquility...",,,,,,,,,,,,,False,html/c41f8ed2d2cb818a.html,,2026-01-12T17:09:16.402965,Hybrid,https://seedsupreme.com/yumbolt-autoflower.html,,,,24.0,24.0,24.0,,,,,,,,yumbolt,,yumboltautoflower,True,,,,,,,,,,,,,,,,
