source_url,seed_bank,scraped_at,strain_name,breeder_name,description,yield,flowering_time,strain_type,feelings,seed_type,grow_difficulty,plant_height,thc_content,cbd_content
https://neptuneseedbank.com/product/winter-storm-strain/,Neptune Seed Bank,2026-01-08T03:17:30.032175,White Clouds Genetics - Winter Storm (Feminized),White Clouds Genetics,"Product description
Winter Storm Strain Feminized Seeds by White Clouds Genetics

What Are Winter Storm Seeds?
Winter Storm strain seeds from White Clouds Genetics fuse the potent genetics of Winter Sunset and Zombie Storm, creating a visually stunning and terpene-rich feminized strain. This cultivar delivers chilling gas, purple sparkle, and couch-lock power, making it a must-have for fans of frost-forward hybrids. Each 6-pack contains feminized seeds, ensuring a hassle-free, all-female grow.

Structure and Appearance
Winter Storm produces short to medium-height plants with tight internodal spacing and boulder-sized buds. Expect flowers drenched in trichomes, with hues of lavender, blue, and silver, especially under cooler conditions. Its compact structure and solid branching make it great for both indoor and light-dep environments.

Flavor and Aroma Profile
This strain blasts your senses with a frosty wave of cool pine, gassy skunk, and earthy sweetness. The Winter Sunset side brings crisp citrus and floral notes, while Zombie Storm adds diesel and menthol undertones. The result is a rich, nose-tingling aroma with flavors that linger long after the exhale.

Effects and Medicinal Benefits
Winter Storm delivers heavy, sedating effects perfect for end-of-day use. It starts with a heady lift before melting into deep physical relaxation. Medical users report relief from chronic stress, pain, muscle spasms, and insomnia, making it a great nighttime strain with both body and mood benefits.

Growing Winter Storm at Home
This feminized strain performs well in controlled indoor environments or greenhouses, with a flowering time of 8-9 weeks. It prefers cooler nighttime temps to bring out its signature color palette. The strain is resin-heavy, making it excellent for solventless extraction and hash production.

Why Choose Winter Storm Seeds?
Winter Storm seeds bring together cold-weather beauty and knockout effects in a powerful hybrid that excels in both flavor and form. With lineage from Winter Sunset and Zombie Storm, this cultivar is bred for frosty structure, high potency, and extract-friendly resin. Order your 6-pack of feminized seeds now from Neptune Seed Bank and experience the chill.

About the Breeder - White Clouds Genetics
White Clouds Genetics is known for crafting boutique feminized strains that emphasize color, terps, and trichomes. With creations like Space/Time, Dragon Blues, and Phosphorescent, their lineup has become a favorite among flavor chasers and extract artists alike. Explore more from White Clouds Genetics.

Similar Strains to Explore


Phosphorescent by White Clouds Genetics


Zombie Storm hybrids


Frosty feminized strains


Gas-forward hybrids



Stay Connected with Neptune Seed Bank
Thanks for checking out Winter Storm feminized seeds! To stay updated on new drops, promos, and exclusive breeder collabs, follow us here:


Instagram


X (Twitter)


TikTok


YouTube


Join our Discord or sign up for the newsletter!



⚠️ Legal Notice:Seeds are sold as adult novelty items only. Germination or cultivation may be illegal in your jurisdiction. Buyers must follow all local laws. Neptune Seed Bank assumes no liability.",Medium - High,60 - 65 days,,,,,,,
https://neptuneseedbank.com/product/williams-wonder-x-gas-casket-seeds/,Neptune Seed Bank,2026-01-08T03:17:30.240328,Katsu Seeds - Williams Wonder x Gas Casket,Katsu Seeds,"Product description
Williams Wonder x Gas Casket Cannabis Seeds - Shop Neptune Seed Bank
Williams Wonder x Gas Casket regular cannabis seeds by Katsu Seeds combine vintage weight with modern chem gas and citrus-skunk sweetness. Additionally, buy cannabis seeds online with discreet, reliable shipping from Neptune Seed Bank.



Key Info

Strain Name: Williams Wonder x Gas Casket
Dominant Type: Hybrid
Type of Seed: Regular seeds
Pack Size: 10 per pack
Lineage: Williams Wonder × Gas Casket
Gas Casket Lineage: Staten Island Chem × Hotcakes (Katsu Bubba Kush × Burnt Toast)
Breeder: Katsu Seeds
Flowering Time: 8-10 weeks
Yield: High with dense, resin-rich flowers
Best For: Indoor, greenhouse, or light-dep outdoor
Shipping: Discreet seed shipping in the USA




Overview
Buy Williams Wonder x Gas Casket if you want serious density, stacked calyxes, and room-filling aroma. First, Williams Wonder brings old-school yield, lemon-candy skunk, and heavy body calm. Next, Gas Casket adds diesel, garlic, rubber, and warm bakery sweetness. Consequently, expect stocky plants, greasy trich coverage, and a classic-meets-modern flavor lane that satisfies real heads.



Parental Lineage Deep Dive
Williams Wonder. This 1980s Super Sativa Seed Club icon leans indica. Moreover, it is remembered for massive calyxes, big yields, citrus-skunk terps, and deep physical relaxation.
Gas Casket. Staten Island Chem × Hotcakes is dense, loud, and sticky. Additionally, Hotcakes (Katsu Bubba Kush × Burnt Toast) contributes structure, resin, and a slow-building sledgehammer effect.
Why it works. Therefore, Wonder’s lemon-skunk weight stacks over Casket’s chem-fueled diesel. As a result, the hybrid feels bold, flavorful, and extraction-friendly.



Terpene Profile

Dominant: caryophyllene (peppery spice), myrcene (earthy), limonene (citrus).
Supporting: humulene (herbal), linalool (floral), ocimene (sweet). Additionally, expression may vary by phenotype.

Taste Profile

Inhale: sweet lemon candy, skunk, and chem vapors.
Exhale: diesel, garlic, and burnt sugar with light cookie cream.
Aftertaste: lingering fuel over warm spice and citrus peel.

Grow Profile

Vigor/structure: Generally stocky with bulbous, trich-heavy flowers.
Training: Additionally, top early, apply LST, and trellis since colas gain serious weight.
Environment: However, maintain steady VPD and moderate EC; robust airflow reduces microclimates in large buds.
Timing: Typically 8-10 weeks indoors; outdoors in warm, dry regions finishes late September to early October.
Odor control: Very loud; therefore, plan carbon filtration and sealed intake.
Hash potential: Furthermore, greasy coverage favors solventless.

Medical Effects Profile

Users report: body-melting calm, eye-lid heaviness, and an unwinding mood.
May help with: stress, restlessness, and post-work recovery.
Use time: evening or low-agenda days.
Disclaimer: Effects vary by person and setting. This is not medical advice.




Why Choose Williams Wonder x Gas Casket Seeds at Neptune Seed Bank

First, curated Katsu Seeds inventory with breeder-direct sourcing.
Moreover, secure checkout, quick processing, and discreet shipping.
Finally, clear listings, fresh stock, and responsive support.




Similar Strains Available
Additionally, explore related options on NeptuneSeedBank.com:

Katsu Seeds: https://neptuneseedbank.com/?s=Katsu+Seeds
Chem lineage: https://neptuneseedbank.com/?s=Chem
Williams Wonder: https://neptuneseedbank.com/?s=Williams+Wonder
Hotcakes crosses: https://neptuneseedbank.com/?s=Hotcakes




Expand Your Stash
Meanwhile, build out your setup across our network:

Clones: verified cuts at https://kingkongclones.com
Premium bulk flower: premium bulk flower from https://trapgods.io
Mushrooms: functional and specialty options at https://mycological.co




FAQ
Are these regular seeds? Yes. Additionally, Williams Wonder x Gas Casket is a regular seed release in 10-packs.
How long does it flower? Typically 8-10 weeks indoors; moreover, stable climate and support speed the finish.
How big do plants get? Generally medium height with heavy lateral growth. Consequently, trellis support is recommended.
What does it smell like? Lemon-candy skunk meets roadkill diesel, garlic, and caramelized funk.
Good for rosin? Indeed. Furthermore, sticky resin and dense structure favor solventless.



Legal Notice
Seeds are sold as collectible adult souvenirs and for genetic preservation. Additionally, germination and cultivation may be restricted by local laws. Always follow your regional regulations.",Medium - High,,Indica Leaning Hybrid,"calm, Heavy, Sedating, Stress-Relieving",,Easy to Moderate,Medium,,
https://neptuneseedbank.com/product/n-y-ceeds-wild-style-f/,Neptune Seed Bank,2026-01-08T03:17:30.510679,N.Y. Ceeds - Wild Style (F),N.Y. Ceeds,Product description,Medium - High,60 - 65 days,,,,,,,
https://neptuneseedbank.com/product/neptune-seeds-wild-biscotti/,Neptune Seed Bank,2026-01-08T03:17:30.762912,Neptune Pharms - Wild Biscotti,Neptune Pharms,Product description,,,,,,,,,
https://neptuneseedbank.com/product/wifi43-x-chocolate-trip-strain/,Neptune Seed Bank,2026-01-08T03:17:30.972320,Katsu Seeds - WiFi43 x Chocolate Trip,Katsu Seeds,"Product description
WiFi43 x Chocolate Trip Strain Regular Seeds by Katsu Seeds
WiFi43 x Chocolate Trip strain by Katsu Seeds is a unique mash-up of gas and chocolate, blending the powerful, fuel-forward nature of WiFi43 with the earthy, cocoa-rich complexity of Chocolate Trip. Offered in a 10-pack of regular seeds, this cultivar delivers deep flavor, hashplant structure, and frosty, resin-loaded buds—perfect for solventless extractors and flavor-first growers.
 Lineage
WiFi43 x Chocolate TripType: Regular SeedsPack Size: 10 SeedsDominant Type: Hybrid (Indica-Leaning)

 Aroma, Flavor & Terpenes
Expect a complex aroma of diesel fuel, mocha hash, spicy pine, and sour earth, with hints of pepper, cocoa powder, and citrus peel. On the grind, WiFi43’s sharp gas cuts through Chocolate Trip’s rich incense base, creating a layered and nostalgic nose.

⚡ Effects & Experience
This hybrid hits fast with a cerebral punch and elevated mood, followed by a slow-building, body-melting effect. Excellent for evening use, pain relief, or deep relaxation, WiFi43 x Chocolate Trip provides heavy potency with functional mental clarity at lower doses.

 Growing Info
WiFi43 x Chocolate Trip grows with medium height and dense flower formation, finishing in 8-9 weeks. Buds are frosty, sticky, and compact, often displaying dark hues and heavy trichome coverage. Ideal for indoor growers and hash-focused cultivators, this strain responds well to topping and defoliation.

 Why Choose WiFi43 x Chocolate Trip by Katsu Seeds?


⛽ Funky fuel meets rich hash-chocolate terps


 High resin content—great for rosin and dry sift


 Classic indica-leaning hybrid with modern vigor


 10-pack of regular seeds from a legendary preservation breeder



 Available Now at Neptune Seed Bank
Order your WiFi43 x Chocolate Trip regular seeds now at NeptuneSeedBank.com. Interested in verified clones? Visit KingKongClones.com. Want premium THCA flower? Browse PackTrapper.com or go wholesale through Trapgods.io. Explore gourmet and functional mushrooms at Mycological.co.

 Similar Strains from Neptune Seed Bank:


WiFi43


Chocolate Trip


Gas Mask



 About Katsu Seeds
Katsu Seeds is a legacy breeder known for reviving heirloom genetics and enhancing them with modern power and resin potential. With standout crosses like WiFi43 x Chocolate Trip, Katsu continues to serve growers and extractors seeking terpene-rich, old-meets-new hybrids. Explore their full catalog at NeptuneSeedBank.com.",Medium - High,60 - 65 days,Indical Leaning Hybrid,"calm, relaxed",Regular Seeds,Easy,Medium,,
https://neptuneseedbank.com/product/red-eye-genetics-wicked-glue/,Neptune Seed Bank,2026-01-08T03:17:31.144738,Red Eye Genetics - Wicked Glue,Red Eye Genetics,"Product description
We encourage all customers to follow the laws set forth by their Country, State / Province and local municipalities. Any Seeds sold will be considered sold FOR NOVELTY PURPOSES ONLY! We take no responsibility if they are used in any fashion that can be considered illicit or illegal. All sales are final.
All Seeds are considered HEMP Seeds by law. Every seed tested contained less than 0.03% THC",,,,,,,,,
https://neptuneseedbank.com/product/massive-seeds-white-zkittley-runtz/,Neptune Seed Bank,2026-01-08T03:17:31.335907,Massive Seeds - White Zkittley Runtz,Massive Creations,"Product description
We encourage all customers to follow the laws set forth by their Country, State / Province and local municipalities. Any Seeds sold will be considered sold FOR NOVELTY PURPOSES ONLY! We take no responsibility if they are used in any fashion that can be considered illicit or illegal. All sales are final.
All Seeds are considered HEMP Seeds by law. Every seed tested contained less than 0.03% THC",,,,,,,,,
https://neptuneseedbank.com/product/white-widow-x-sensi-star-strain/,Neptune Seed Bank,2026-01-08T03:17:31.513349,Katsu Seeds - White Widow x Sensi Star,Katsu Seeds,"Product description
White Widow x Sensi Star Strain Regular Seeds by Katsu Seeds
White Widow x Sensi Star strain by Katsu Seeds is a potent, hashplant-style hybrid that blends the resin-dripping power of classic White Widow with the old-school knockout strength of Sensi Star. Offered in a 10-pack of regular seeds, this cultivar delivers dense buds, heavy trichomes, and deeply relaxing effects—perfect for fans of vintage potency and extract-ready structure.
 Lineage
White Widow x Sensi StarType: Regular SeedsPack Size: 10 SeedsDominant Type: Indica-Leaning Hybrid

 Aroma, Flavor & Terpenes
This strain features a bold terpene profile of earthy hash, pine, lemon zest, and spicy musk, with undertones of creamy pepper and incense. On the grind, expect old-school aromas that scream classic skunk and hash factory funk.

⚡ Effects & Experience
White Widow x Sensi Star strain produces a powerful body stone with a mellow, clear-headed buzz—perfect for evening use or winding down. It’s known for delivering deep relaxation, stress relief, and sleep support without heavy mental fog.

 Growing Info
This cultivar grows with compact, bushy structure and dense internodes, finishing in 8-9 weeks. Buds are rock-hard and sugar-coated, making them ideal for dry sift, rosin, or old-school hashmaking. Performs best indoors but can handle outdoor conditions with strong pest resistance and minimal stretch.

 Why Choose White Widow x Sensi Star by Katsu Seeds?


 Classic 90s indica flavors with hashplant-style frost


 Heavy resin output—perfect for extractors and collectors


 Stable, hardy genetics with broad growing appeal


 10 regular seeds from a breeder focused on heirloom preservation



 Available Now at Neptune Seed Bank
Order your White Widow x Sensi Star regular seeds now at NeptuneSeedBank.com. Need verified clones? Visit KingKongClones.com. Looking for THCA flower? Shop PackTrapper.com or go wholesale via Trapgods.io. Explore mushrooms at Mycological.co.

 Similar Strains from Neptune Seed Bank:


White Widow


Sensi Star


Afghani x NL5



 About Katsu Seeds
Katsu Seeds is a preservationist seed company dedicated to keeping classic cannabis genetics alive. Known for legendary lines like Bubba Kush, Katsu’s work combines heirloom integrity with modern quality, and crosses like White Widow x Sensi Star honor the past while thriving in today’s gardens. Explore their lineup at NeptuneSeedBank.com.",Medium - High,60 - 65 days,Indical Leaning Hybrid,"calm, relaxed",Regular Seeds,Easy,Medium,,
https://neptuneseedbank.com/product/royal-queen-seeds-white-widow-f-3pack/,Neptune Seed Bank,2026-01-08T03:17:31.695257,Royal Queen Seeds - White Widow (Feminized) 3pack,Royal Queen Seeds,"Product description
White Widow (F) 3pack, bred by Royal Queen Seeds, has an impressive lineage of White Widow S1 and White Widow S1. It’s a  strain. Perfect for any occasion.",,,,,,,,,
https://neptuneseedbank.com/product/royal-queen-seeds-white-widow-f-5pack/,Neptune Seed Bank,2026-01-08T03:17:31.930107,Royal Queen Seeds - White Widow (Auto) 5pack,Royal Queen Seeds,Product description,,,,,,,,,
https://neptuneseedbank.com/product/white-truffles-x-white-runtz-strain-seeds/,Neptune Seed Bank,2026-01-08T03:17:32.161003,Way2Heady - White Truffles x White Runtz (F),Way2Heady,"Product description
White Truffles x White Runtz Strain Seeds - Bred by Way2Heady

What Are White Truffles x White Runtz Strain Seeds?
White Truffles x White Runtz seeds from Way2Heady combine two powerhouse strains to deliver a stunning blend of creamy sweetness, earthy funk, and resin-heavy buds. By pairing the savory richness of White Truffles with the candy-forward profile of White Runtz, this feminized cross brings out the best in both parents. Each 6-pack of feminized seeds provides all-female plants, ideal for consistent quality and top-shelf flower.

Structure and Appearance
This cultivar grows compact with strong branching and dense bud formation. Expect tightly stacked nugs coated in glistening trichomes, with rich green tones and flashes of purple late in flower. It holds up well under training and responds positively to pruning techniques.

Flavor and Aroma Profile
Expect a terpene profile that hits with gassy funk, sugary cream, and earthy vanilla. White Truffles lends savory depth and fuel, while White Runtz adds fruit-flavored sweetness and smooth candy notes. The aroma is loud and lingering—perfect for hashmakers and flavor hunters.

Effects and Medicinal Benefits
White Truffles x White Runtz seeds produce flower with strong body effects and a calming head high. Ideal for evening use, this hybrid helps ease stress, relax muscles, and quiet the mind. Medical users may find relief from anxiety, tension, and insomnia.

Growing White Truffles x White Runtz Feminized Seeds
This strain flowers in 8-9 weeks and thrives in both indoor and controlled outdoor environments. It’s easy to manage, resistant to common issues, and produces high resin levels for solventless extraction. Low-stress training and canopy management can help optimize yields.

Why Choose White Truffles x White Runtz Seeds?
White Truffles x White Runtz seeds offer premium flavor, potent effects, and excellent hash returns in a user-friendly feminized format. Bred by Way2Heady, this cross is built for modern growers seeking boutique-quality flower. Pick up your 6-pack now from Neptune Seed Bank and add something elite to your garden.

About the Breeder - Way2Heady
Way2Heady is known for producing flavor-rich, trichome-drenched feminized genetics with modern bag appeal. Their work focuses on elite parent lines like White Runtz, Permanent Marker, and RS11—perfect for flower connoisseurs and extractors.

Similar Strains to Explore


White Runtz hybrids


White Truffle crosses


More from Way2Heady



Stay Connected with Neptune Seed Bank
Thanks for checking out White Truffles x White Runtz seeds! For the latest drops, breeder collabs, and exclusive deals:


Instagram


X (Twitter)


TikTok


YouTube


Join our Discord or sign up for our newsletter!



⚠️ Legal Notice:Seeds are sold as novelty items. Germination and cultivation may be illegal in your area. Customers are responsible for following local laws. Neptune Seed Bank assumes no liability. All sales are final.",Medium - High,60 - 65 days,,,,,,,
https://neptuneseedbank.com/product/white-runtz-x-sherbacio-strain-seeds/,Neptune Seed Bank,2026-01-08T03:17:32.361450,Way2Heady - White Runtz x Sherbacio (F),Way2Heady,"Product description
White Runtz x Sherbacio Strain Seeds - Bred by Way2Heady

What Are White Runtz x Sherbacio Strain Seeds?
White Runtz x Sherbacio strain seeds from Way2Heady fuse two of the most flavorful cultivars in modern cannabis. By combining the tropical candy terps of White Runtz with the creamy, gelato-forward backbone of Sherbacio, this feminized strain offers standout bag appeal, balanced effects, and exceptional terpene depth. Each 6-pack of feminized seeds ensures female-only plants—ideal for growers looking to maximize every seed.

Structure and Appearance
This cultivar grows with moderate height and solid internodal spacing, forming thick, resinous buds with vibrant greens and purples. Expect tight nugs that sparkle with trichomes and a structure suited for both indoor and greenhouse cultivation.

Flavor and Aroma Profile
The flavor of White Runtz x Sherbacio hits with tropical fruit candy, sweet sherbet, creamy vanilla, and light gas. White Runtz delivers its classic fruity sweetness, while Sherbacio layers in a dessert-like finish with a hint of earthy gelato funk. The aroma is loud, smooth, and sticky—ideal for flavor chasers and hashmakers.

Effects and Medicinal Benefits
White Runtz x Sherbacio seeds produce flower with evenly balanced hybrid effects. You’ll feel an initial lift in mood and focus, followed by a calm, soothing body buzz. It’s perfect for light evening use or creative tasks, and medical users often choose this strain for stress, anxiety, and mild discomfort.

Growing White Runtz x Sherbacio Feminized Seeds
This cultivar flowers in 8-9 weeks and performs well in both soil and hydro setups. It responds well to topping, LST, and SCROG, producing dense yields of frosty flower. With its rich terpene profile and excellent washability, it’s a top choice for solventless extraction.

Why Choose White Runtz x Sherbacio Seeds?
White Runtz x Sherbacio seeds deliver dessert-level terps, sticky resin, and hybrid effects in a reliable feminized format. Bred by Way2Heady, this cross is perfect for growers looking to combine flavor and potency in one elite cultivar. Grab your 6-pack now from Neptune Seed Bank before it’s gone.

About the Breeder - Way2Heady
Way2Heady is a boutique breeder known for creating high-terpene, frost-heavy strains designed with both flower and hash in mind. With popular genetics like RS11, Permanent Marker, and White Runtz in their lineup, Way2Heady focuses on quality, expression, and flavor-forward cultivation.

Similar Strains to Explore


White Runtz hybrids


Sherbacio crosses


More from Way2Heady



Stay Connected with Neptune Seed Bank
Thanks for checking out White Runtz x Sherbacio seeds! For more premium drops and early access alerts, follow us:


Instagram


X (Twitter)


TikTok


YouTube


Join our Discord or sign up for our newsletter!



⚠️ Legal Notice:Seeds are sold for novelty purposes only. Germination or cultivation may be restricted in your area. Please follow all local laws. Neptune Seed Bank assumes no liability. All sales are final.",Medium - High,60 - 65 days,,,,,,,
https://neptuneseedbank.com/product/raw-genetics-white-runtz-x-pirates-milk/,Neptune Seed Bank,2026-01-08T03:17:32.569479,Raw Genetics - White Runtz x Pirates Milk,Raw Genetics,Product description,,,,,,,,,
https://neptuneseedbank.com/product/diamond-rock-genetics-white-runtz-x-bubble-gum-marker/,Neptune Seed Bank,2026-01-08T03:17:32.759337,Diamond Rock Genetics - White Runtz x Bubble Gum Marker,Diamond Rock Genetics,Product description,,,,,,,,,
https://neptuneseedbank.com/product/white-runtz-s1-strain/,Neptune Seed Bank,2026-01-08T03:17:32.948061,Way2Heady - White Runtz S1,Way2Heady,"Product description
White Runtz S1 Strain Seeds - Bred by Way2Heady

What Are White Runtz S1 Strain Seeds?
White Runtz S1 strain seeds from Way2Heady are a selfed version of one of the most iconic cultivars in modern cannabis. This cross of White Runtz x White Runtz stabilizes the sugary, candy-coated terp profile and resin-rich flower that made the strain a worldwide favorite. Each 6-pack of feminized seeds contains only female plants, making it perfect for those who want consistency and top-shelf flower with minimal guesswork.

Structure and Appearance
White Runtz S1 plants grow medium in height with strong lateral branching. Buds form dense, rounded, and absolutely drenched in milky-white trichomes. Hues of lime green, lavender, and deep violet may emerge late in bloom, giving this strain serious bag appeal.

Flavor and Aroma Profile
This strain is all about flavor. Expect tropical candy, creamy vanilla, berry citrus, and sugary gas. The classic White Runtz terpene profile is preserved in this S1 version, offering a smooth yet loud aroma that dominates any grow room or jar.

Effects and Medicinal Benefits
White Runtz S1 seeds produce flower with balanced hybrid effects, offering a creative, euphoric lift followed by soothing body relaxation. Ideal for any time of day, it may help with stress, anxiety, and mild pain without heavy sedation. Many medical users praise its ability to balance mood and calm the mind.

Growing White Runtz S1 Feminized Seeds
With a flowering time of 8-9 weeks, this cultivar performs best indoors but can also thrive outdoors in controlled environments. White Runtz S1 responds well to topping and training and can produce generous yields with proper care. The strain’s heavy resin content also makes it a favorite among hashmakers and extract artists.

Why Choose White Runtz S1 Seeds?
White Runtz S1 seeds offer stabilized candy terps, top-tier frost, and consistent feminized results. Bred by Way2Heady, this version of White Runtz ensures elite performance whether you’re growing for flower or concentrates. Grab your 6-pack today at Neptune Seed Bank and secure a classic with a proven pedigree.

About the Breeder - Way2Heady
Way2Heady focuses on high-end feminized genetics crafted for flavor, frost, and extractability. With hits like Permanent Marker crosses and White Runtz hybrids, their lineup is built for modern cultivators seeking boutique results with top-tier genetics.

Similar Strains to Explore


White Runtz hybrids


Candy-flavored strains


More from Way2Heady



Stay Connected with Neptune Seed Bank
Thanks for checking out White Runtz S1 seeds! For updates on exclusive breeder drops, giveaways, and more:


Instagram


X (Twitter)


TikTok


YouTube


Join our Discord or sign up for the newsletter!



⚠️ Legal Notice:Seeds are sold as adult novelty items. Germination or cultivation may be illegal in your area. Please follow your local laws. Neptune Seed Bank assumes no liability. All sales are final.",Medium - High,60 - 65 days,,,,,,,
https://neptuneseedbank.com/product/white-rhino-x-gas-casket-seeds/,Neptune Seed Bank,2026-01-08T03:17:33.215265,Katsu Seeds - White Rhino x Gas Casket,Katsu Seeds,"Product description
White Rhino x Gas Casket Cannabis Seeds - Shop Neptune Seed Bank
Short description: White Rhino x Gas Casket regular cannabis seeds by Katsu Seeds blend old-school hash power with modern chem gas and a touch of bakery sweetness. Additionally, buy cannabis seeds online with discreet, reliable shipping from Neptune Seed Bank.

Key Info


Strain Name: White Rhino x Gas Casket


Dominant Type: Hybrid


Type of Seed: Regular seeds


Pack Size: 10 per pack


Lineage: White Rhino × Gas Casket


Gas Casket Lineage: Staten Island Chem × Hotcakes (Katsu Bubba Kush × Burnt Toast)


Breeder: Katsu Seeds


Flowering Time: 8-10 weeks


Yield: High, resin-rich


Best For: Indoor, greenhouse, or light-dep outdoor


Shipping: Discreet seed shipping in the USA



Overview
Buy White Rhino x Gas Casket if you want knockout weight, dense resin, and room-filling aroma. First, White Rhino contributes Afghani and White Widow traits that favor big structure and deep relaxation.
Next, Gas Casket adds New York diesel power with garlic, rubber, and caramelized funk. As a result, expect monster colas, sticky flowers, and a classic-meets-modern flavor lane. Finally, the 8-10 week window keeps planning straightforward for most grow rooms.

Parental Lineage Deep Dive
White Rhino. First, this late-’90s classic traces to Afghani × White Widow. Moreover, it is known for heavy sedation, oversized buds, and earthy, spicy funk that defined early medical markets.
Gas Casket. Next, Staten Island Chem × Hotcakes brings diesel, chem, garlic, and warm bakery notes. Additionally, Hotcakes adds resin, color, and cookie-batter sweetness that rounds the profile.
Why it works. Therefore, this cross stacks hash-plant density over industrial gas and bakery tones. Consequently, you get a loud, sticky hybrid with serious bag appeal and extraction promise.

Terpene Profile


Dominant: caryophyllene (peppery spice), myrcene (earthy), humulene (herbal).


Supporting: limonene (citrus lift), linalool (floral), ocimene (sweet). Additionally, expression may vary by phenotype.


Taste Profile


Inhale: diesel, garlic, and rubber.


Exhale: spiced earth with burnt sugar and cookie cream.


Aftertaste: lingering chem fuel with warm spice.


Grow Profile


Vigor/structure: Generally medium height with heavy lateral growth and elephant-foot cola potential.


Training: Additionally, top early, apply LST, and trellis for support since colas gain weight late.


Environment: However, maintain steady VPD and moderate EC; strong airflow reduces microclimates in large flowers.


Timing: Typically 8-10 weeks indoors; outdoors in warm, dry regions finishes late September to early October.


Odor control: Very loud; therefore, use carbon filtration and plan intake/exhaust carefully.


Hash potential: Furthermore, abundant trichomes often favor solventless.


Medical Effects Profile


Users report: strong body relaxation, heavy eyes, and deep calm.


May help with: stress, restlessness, and post-work recovery.


Use time: evening or low-agenda days.


Disclaimer: Effects vary by person and setting. This is not medical advice.



Aroma, Flavor, and Experience


Aromas: Firstly, earthy hash and musk lead. Then diesel, garlic, and chem roll in with caramelized sweetness.


Flavors: Initially, gas dominates the front palate. Afterwards, bakery notes round the finish with burnt sugar and cookie cream.


Experience: To start, onset is quick and heavy. Subsequently, a tranquil, grounding cruise settles in for the remainder.



Terp focus: additionally, the gas-plus-dessert lane suits both flower and rosin.


Why Choose White Rhino x Gas Casket Seeds at Neptune Seed Bank


First, curated Katsu Seeds inventory with breeder-direct sourcing.


Moreover, secure checkout, quick processing, and discreet shipping.


Finally, clear listings, fresh stock, and responsive support.



Similar Strains Available
Additionally, explore related options on NeptuneSeedBank.com:


Katsu Seeds: https://neptuneseedbank.com/?s=Katsu+Seeds


Chem lineage: https://neptuneseedbank.com/?s=Chem


Hotcakes crosses: https://neptuneseedbank.com/?s=Hotcakes


White Rhino lineage: https://neptuneseedbank.com/?s=White+Rhino



Expand Your Stash
Meanwhile, build out your setup across our network:


Clones: https://kingkongclones.com


Premium bulk flower: premium bulk flower from https://trapgods.io


Mushrooms: functional and specialty options at https://mycological.co



FAQ
Are these regular seeds? Yes. Additionally, White Rhino x Gas Casket is released as regular seeds in 10-packs.How long does it flower? Typically 8-10 weeks indoors; moreover, stable climate and support speed the finish.How big do plants get? Generally medium height with heavy lateral growth. Consequently, trellis support is recommended.What does it smell like? Old-school earth and hash with diesel, garlic, chem, and light bakery sweetness.Good for rosin? Indeed. Furthermore, sticky trichomes and dense structure favor solventless.

Legal Notice
Seeds are sold as collectible adult souvenirs and for genetic preservation. Additionally, germination and cultivation may be restricted by local laws. Always follow your regional regulations.",Heavy,,Hybrid,"calm, relaxed, Stress-Relieving",,Easy to Moderate,Medium - High,,
https://neptuneseedbank.com/product/sin-city-seeds-white-nightmare-box-set-f/,Neptune Seed Bank,2026-01-08T03:17:33.415905,Sin City Seeds - White Nightmare Box Set (Feminized),Sin City Seeds,"Product description
We encourage all customers to follow the laws set forth by their Country, State / Province and local municipalities. Any Seeds sold will be considered sold FOR NOVELTY PURPOSES ONLY! We take no responsibility if they are used in any fashion that can be considered illicit or illegal. All sales are final.
All Seeds are considered HEMP Seeds by law. Every seed tested contained less than 0.03% THC",,,,,,,,,
https://neptuneseedbank.com/product/sin-city-seeds-white-nightmare-box-set-regs/,Neptune Seed Bank,2026-01-08T03:17:33.607443,Sin City Seeds - White Nightmare Box Set (Regs),Sin City Seeds,"Product description
We encourage all customers to follow the laws set forth by their Country, State / Province and local municipalities. Any Seeds sold will be considered sold FOR NOVELTY PURPOSES ONLY! We take no responsibility if they are used in any fashion that can be considered illicit or illegal. All sales are final.
All Seeds are considered HEMP Seeds by law. Every seed tested contained less than 0.03% THC",,,,,,,,,
https://neptuneseedbank.com/product/equinox-seeds-white-lobster/,Neptune Seed Bank,2026-01-08T03:17:33.815569,Equinox Seeds - White Lobster,Equinox Seeds,"Product description
We encourage all customers to follow the laws set forth by their Country, State / Province and local municipalities. Any Seeds sold will be considered sold FOR NOVELTY PURPOSES ONLY! We take no responsibility if they are used in any fashion that can be considered illicit or illegal. All sales are final.
All Seeds are considered HEMP Seeds by law. Every seed tested contained less than 0.03% THC",,,,,,,,,
https://neptuneseedbank.com/product/lbceeds-white-fire-43/,Neptune Seed Bank,2026-01-08T03:17:34.034852,LBCeeds - White fire 43 x Cherry Fritter 7,LBCeeds,"Product description
We encourage all customers to follow the laws set forth by their Country, State / Province and local municipalities. Any Seeds sold will be considered sold FOR NOVELTY PURPOSES ONLY! We take no responsibility if they are used in any fashion that can be considered illicit or illegal. All sales are final.",,,,,,,,,
https://neptuneseedbank.com/product/white-clouds-genetics-meduso-f/,Neptune Seed Bank,2026-01-08T03:17:34.263727,White Clouds Genetics - Meduso (F),White Clouds Genetics,Product description,,,,,,,,,
