seed_bank,source_url,extraction_methods_used,scraped_at,genetics,about_info,strain_name,seed_type,growth_type,terpene_profile,awards,page_title,breeder_name,data_completeness_score,quality_tier,thc_content,effects
Dutch Passion,https://dutch-passion.us/cannabis-seeds/meringue,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:30.008004,.,The genetic lineage of Meringue (Wedding Cake X Animal Cookies) ensure generous yields of compact buds with a sweet tangy aroma and +20% THC levels.,Meringue,Feminized,Photoperiod,"block; margin-left: auto; margin-right: auto; width: 500px; height: 500px;"" width=""500""/>","cup-winners"">",Buy Meringue Cannabis Seeds | Dutch Passion USA,Dutch Passion,50.6,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-melonade-runtz/prod_8823,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:30.367649,Auto Pink Runtz x Melonade (Lemon Z x Lemon Tree),"Are you enchanted by the strong scent that wafts for miles? Look no further than Melonade Runtz OG, designed precisely for individuals like you!",Prod_8823,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",Dutch Passion Seeds AUTO Melonade Runtz | Attitude Seedbank UK,Dutch Passion,59.8,Medium,,
Dutch Passion,https://dutch-passion.us/cannabis-seeds/auto-melonade-runtz,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:30.754833,. The dried buds have nice bag appeal and a commercial look.,Auto Melonade Runtz is the gold-standard of contemporary autoflowers. A strong and robust hybrid with sturdy branching and fruity/creamy buds rich in THC.,Auto Melonade Runtz,Autoflower,Autoflower,"400;"">","cup-winners"">",Buy Auto Melonade Runtz Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://dutch-passion.us/cannabis-seeds/melonade-runtz,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:31.281769,. This USA cross is made with our cannabis cup winning Lemon Z genetics,"Melonade Runtz is a triple-cross of our cannabis cup winning Lemon Z, Lemon Tree and Runtz. She guarantees top notch harvests loaded with trichomes and THC.",Melonade Runtz,Feminized,Photoperiod,"400;"">","cup winning Lemon Z, Lemon Tree and Runtz. She guarantees top notch harvests loaded with trichomes and THC."" name=""description""/>",Buy Melonade Runtz Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-mazar/prod_358,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:31.587442,Mazar (Unknown Ruderalis x Unknown Indica),Dutch Passion Seeds AutoMazar is available to buy at the Attitude Seedbank. Visit our website to check out the whole range of cannabis seeds. We ship worldwide.,Prod_358,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",Dutch Passion Seeds AutoMazar,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-mazar/prod_383,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:31.880431,Afghani x Skunk #1,"The Attitude Seedbank offers discreet, fast and secure worldwide shipping of Mazar by Dutch Passion Seeds. Shop with us securely online or over the phone. We offer discounts, promotions and extra freebies with every purchase.",Prod_383,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",Dutch Passion Seeds - Mazar | Buy Best Quality Marijuana Seeds At Low Prices UK,Dutch Passion,66.7,High,20%,
Dutch Passion,https://dutch-passion.us/cannabis-seeds/mazar,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:32.257486,makes this one of the most potent Indica dominant hybrids you will encounter.,"Mazar is a robust Afghani Kush strain from the 1990's with thick, heavy buds and a pungent, earthy hash aroma. Available as photoperiod and regular seeds.",Mazar,Autoflower,Autoflower,"400;"">Mazar flowers for around 8 weeks on average, but there are some phenotypes that need just a little longer, maximum around 9-10 weeks. These are usually the slightly more hybrid plants with just a little more Skunk genetics. It is a compact cannabis variety with a small to medium stretch during the flowering phase. The strain continues to grow for about 2-3 weeks after the light cycle has changed to 12/12. From week 4, the plants start to smell very strongly. Keep this in mind when you grow indoors because the pungent Kush scent is best handled by new carbon filters.","cup-winners"">",Buy Mazar Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-masterkush/prod_382,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:32.578444,Sex: Regular & Feminized,"The Attitude Seedbank has now in stock Masterkush by Dutch Passion Seeds at low prices. Shop with us for discounts, promotions and extra freebies. Purchase your seeds with us at low prices. Best quality medical cannabis seeds souvenirs.",Prod_382,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",Dutch Passion Seeds - Masterkush | Buy Securely Online Best Quality Marijuana Seeds UK,Dutch Passion,59.8,Medium,,
Dutch Passion,https://dutch-passion.us/cannabis-seeds/auto-mac-1,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:32.952500,while making this American cultivar produce even bigger (autoflower) harvests! MAC stands for Miracle Alien Cookies and is a mix of an Alien Cookies,"Grown indoors or outdoors, this next-gen resinous hybrid (Miracle Alien Cookies x Auto Think Different) rewards you with XL yields of trichome loaded buds.",Auto Mac 1,Autoflower,Autoflower,"block; margin-left: auto; margin-right: auto; width: 500px; height: 500px;"" width=""500""/>","cup-winners"">",Buy Auto Mac #1 Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-mac-1/prod_8444,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:33.365546,Miracle Alien Cookies x Auto Think Different,"If you're looking for the most visually stunning buds that will leave everyone in awe, the Auto Mac #1 seeds are the perfect choice! Visit the Attitude Seedbank UK and place your order today!",Prod_8444,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",Dutch Passion Seeds AUTO MAC #1 | Attitude Seedbank UK,Dutch Passion,66.7,High,20.00%,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-lemon-kix-aka-auto-lemon-zkittle/prod_5934,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:33.725525,Sex: Feminized,Auto Lemon Kix aka Auto Lemon Zkittle by Dutch Passion Seeds is now in stock at The Attitude Seedbank. Place an order securely online or over the phone. Pay with bank transfer or crypto currency to receive additional free marijuana seeds souvenirs. Money order will give you additional discount. Visit our website for more details. ,Prod_5934,Autoflower,Autoflower,Stash,"cupWinnerTrump"">","Dutch Passion Seeds - AUTO Lemon Kix aka AUTO Lemon Zkittle | Discounts, Promotions and Extra Freebies",Dutch Passion,72.4,High,21%,euphoric
Dutch Passion,https://dutch-passion.us/cannabis-seeds/lemon-z,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:34.115356,in this new crossing has made this feminized cannabis seed variety more stable and slightly faster in terms of flowering time. But with the same tasty,"Lemon Z is an improved and further stabilized version of our former cannabis-cup winning Original Z genetics. Expect XL yields of sweet, sour compact buds.",Lemon Z,Feminized,Photoperiod,"14px;"">The combination of Lemon Skunk with the Original Z and Lemon Tree genetics give this strain an excellent flavor profile and exceptional potency. The extremely high THC content averages around 20%, but in many cases, it can be even higher.","cup winning Original Z genetics. Expect XL yields of sweet, sour compact buds."" name=""description""/>",Buy Lemon Z Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-la-lybella/prod_381,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:34.442685,Sex: Feminized,"The Attitude Seedbank has now in stock feminized La Lybella by Dutch Passion Seeds. Purchase your goods at low prices securely online or over the phone. Shop with us for discounts, promotions and extra freebies. For more info visit our website.",Prod_381,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",Dutch Passion Seeds - La Lybella | Best Quality Medical Cannabis Seeds At Low Prices UK,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-kerosene-krash/prod_7797,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:34.730526,Kerosene Krash x (Kerosene Krash x Auto Glueberry OG),Here's one of the treasures from Dutch Passion. AUTO Kerosene Krash is now in stock. Buy it online at the Attitude Seedbank UK.,Prod_7797,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",Dutch Passion Seeds AUTO Kerosene Krash | Attitude Seedbank UK,Dutch Passion,72.4,High,18-25%,body
Dutch Passion,https://dutch-passion.us/cannabis-seeds/auto-kerosene-krash,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:35.092327,into an autoflower,Ignite your autoflowering cultivar with this fuel-infused award-winning cross (Kerosene Krash x (Kerosene Krash x Auto Glueberry O.G.)) boasting +20% THC.,Auto Kerosene Krash,Autoflower,Autoflower,"400;"">","award-winning cross (Kerosene Krash x (Kerosene Krash x Auto Glueberry O.G.)) boasting +20% THC."" name=""description""/>",Buy Auto Kerosene Krash Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://dutch-passion.us/cannabis-seeds/kerosene-krash,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:35.551577,from the USA. As mentioned earlier,"Issued from Gorilla Glue #4 X Sherbet, Kerosene Krash promises unsurpassed quality in terms of yields, aroma, taste and effect within only 8 week of bloom.",Kerosene Krash,Feminized,Photoperiod,"400;"">","cup-winners"">",Buy Kerosene Krash Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://dutch-passion.us/cannabis-seeds/ice-cream-haze,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:35.980338,.,Ice Cream Haze is a vigorous and high yielding F1 hybrid cross (Crockett's Haze x Ice Cream Cake) available as feminized and regular cannabis seeds.,Ice Cream Haze,Feminized,Photoperiod,"400;"">","cup-winners"">",Buy Ice Cream Haze Cannabis Seeds | Dutch Passion USA,Dutch Passion,50.6,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-hollands-hope/prod_377,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:36.331767,Sex: Regular & Feminized,Dutch Passion Seeds Holland's Hope is available to buy at the Attitude Seedbank. Visit our website to see the whole range of cannabis seeds. We ship worldwide.,Prod_377,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",Dutch Passion Seeds - Hollands Hope | Buy Securely Best Quality Medical Marijuana Seeds At Low Prices,Dutch Passion,59.8,Medium,,
Dutch Passion,https://dutch-passion.us/cannabis-seeds/hollands-hope,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:36.829644,used to breed Hollands Hope guarantees the following traits:,"Grown outdoors since the 1980's, Hollands Hope is a robust photoperiod known worldwide for her resistance to harsh climates and old school taste & effects.",Hollands Hope,Autoflower,Autoflower,"400;"">On top of her ability to withstand a wide array of tough climates, this indica-dominant cannabis seed variety produces high levels of THC (10-15%).","cup-winners"">",Buy Hollands Hope Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://dutch-passion.us/cannabis-seeds/gmo-fast,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:37.391882,. When grown indoors,GMO Fast is a so-called â€˜fastâ€™ feminized seed version of Garlic Cookies. Initial lab results indicated THC levels of 22-23% in just about 7 to 8 weeks!,Gmo Fast,Feminized,Photoperiod,"14px;"">Initial lab results indicated THC levels of around 22-23%. And all that in a very rapid flowering period thanks to the recessive (â€˜fastâ€™) autoflowering genetics. When grown indoors, she will be ready for harvest around 7-8 weeks after flipping the cannabis light cycle to 12/12.","cup-winners"">",Buy GMO Fast Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-glueberry-o-g/prod_4640,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:37.747089,(Gorilla Glue x O.G.) x Auto Blueberry,"Auto Glueberry OG from Dutch Passion Seeds is now in stock at The Attitude Seedbank - best online store with widest collection of best medical cannabis seeds souvenirs available in the UK. We offer discounts, promotions and extra freebies with every purchase. More details on our website.",Prod_4640,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",Dutch Passion - AUTO Glueberry O.G. | Shop For Premium Quality Marijuana Seeds UK,Dutch Passion,59.8,Medium,,
Dutch Passion,https://dutch-passion.us/cannabis-seeds/auto-glueberry-o-g,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:38.199499,have the same growth potential as our Auto Ultimate,"Grow this Glueberry O.G. X Auto Blueberry cross for robust plants, potent buds, and a balanced high. Easy to cultivate, delivering exceptional quality and flavor.",Auto Glueberry O G,Autoflower,Autoflower,"block; margin-left: auto; margin-right: auto; width: 500px; height: 500px;"" width=""500""/>","cup-winners"">",Buy Auto Glueberry O.G. Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-frozen-biscotti/prod_9643,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:38.551214,Auto Oreoz OG x Biscotti,"With a potency of around 20% THC, dense buds, and exceptional bag appeal, Auto Frozen Biscotti is a top-tier choiceâ€” worthy of any coffeeshop or dispensary menu.",Prod_9643,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",Dutch Passion Seeds AUTO Frozen Biscotti | Attitude Seedbank UK,Dutch Passion,66.7,High,20%,
Dutch Passion,https://dutch-passion.us/cannabis-seeds/auto-frozen-biscotti,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:39.001852,are often dominant in this autoflowering cross and you can taste this in the flavor.,"Auto Frozen Biscotti (Auto Oreoz OG x Biscotti) is a compact USA autoflower strain with XL yields of frosty THC-rich buds with a pungent terpene profile.
",Auto Frozen Biscotti,Autoflower,Autoflower,"//dutch-passion.us/static/version1767170395/frontend/DutchPassion/Hyva_Dutch/en_US/css/styles.css"" media=""all"" rel=""stylesheet"" type=""text/css""/>","cup-winners"">",Buy Auto Frozen Biscotti Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-forbidden-cherry/prod_8240,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:39.332038,Purple #1 x (Auto Forbidden Fruit x Cherry Pie),Find your favourite marijuana seed banks online at the Attitude Seedbank UK including Dutch Passion. Buy online AUTO Forbidden Cherry cannabis seeds. ,Prod_8240,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",Dutch Passion Seeds AUTO Forbidden Cherry | Attitude Seedbank UK,Dutch Passion,65.5,High,,"relaxing, uplifting, cerebral, body"
Dutch Passion,https://dutch-passion.us/cannabis-seeds/auto-forbidden-cherry,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:39.736818,used for Auto Forbidden Cherry guarantee the following properties:,"Experience the sweet taste of Auto Forbidden Cherry. Fast-growing, high-yielding autoflower seeds producing delightful heavy harvests indoors and outdoors.",Auto Forbidden Cherry,Autoflower,Autoflower,"//dutch-passion.us/media/.renditions/wysiwyg/Auto-Forbidden-Cherry-cannabinoids-terpenes-profile.jpg"" style=""display: block; margin-left: auto; margin-right: auto; width: 500px; height: 500px;"" width=""500""/>","cup-winners"">",Buy Auto Forbidden Cherry Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-euforia/prod_3450,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:40.089386,Euforia x (Skunk x Unknown Ruderalis),Buy top cannabis Dutch Passion Seeds online. Shop for AUTO Euforia seeds at The Attitude Seed Bank UK. Wide range of autoflowering marijuana seeds for sale. Fast delivery and unbeatable prices.,Prod_3450,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",AUTO Euforia Dutch Passion Autoflowering Cannabis Seeds,Dutch Passion,65.5,High,,euphoric
Dutch Passion,https://dutch-passion.us/cannabis-seeds/auto-euforia,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:40.487631,so well loved.,Looking for an authentic autoflowering Skunk with outstanding performances indoors and outdoors? Auto Euforia (1990's Euforia X Automatic Skunk) is a must! ,Auto Euforia,Autoflower,Autoflower,"400;"">","cup-winners"">",Buy Auto Euforia Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-euforia/prod_372,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:40.807888,Skunk,"Euforia by Dutch Passion is now in stock at the Attitude Seedbank website at low prices. We offer discreet, secure and fast worldwide shipping. Place an order securely online or over the phone for discounts, promotions and extra freebies with every purchase.",Prod_372,Autoflower,Autoflower,Stash,Winner of a 2nd place in High Times Cannabis Cup in 2000 and 1st place of Highlife Cup in 2002.,Dutch Passion Seeds - Euforia | Premium Quality Medical Marijuana Seeds At Low Prices,Dutch Passion,66.7,High,20%,
Dutch Passion,https://dutch-passion.us/cannabis-seeds/euforia,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:41.165208,that are easy to grow,Euforia is a very special Sativa dominant Skunk with a pleasant euphoric high. These classic 1990's genetics also delivers XL yields in only 8 weeks of bloom.,Euforia,Autoflower,Autoflower,"400; font-size: 14px; color: #000000;"">Euforia is a Sativa-dominant strain discovered in the 1990s during a Skunk selection program. She initially stood out for her long resin-soaked buds and good yields. After testing the samples, her unique euphoric high came into the picture. In addition, it is known that her powerful up-high can last for a long time.","cup-winners"">",Buy Euforia Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://dutch-passion.us/cannabis-seeds/durban-poison,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:41.595903,which are easy to grow.,The original Durban Poison cannabis seeds are fully proven cornerstone landrace Sativa genetics tough enough to cope with the most extreme growing conditions.,Durban Poison,Feminized,Photoperiod,"400; font-size: 14px; color: #000000;"">Durban Poison is a classic indoor and outdoor variety, tough enough for outdoor cannabis growing even in extreme Northern/Southern latitudes. Durban Poison seeds come originally from South Africa and were inbred over many years during the 70â€™s. With each following generation, Durban Poison became increasingly adapted to the windy and rainy conditions of Northern Europe. Outdoor she has the potential to become really big. Heights above 3m are not unusual. Indoors she will stretch a great deal, so some form of height management is advised.","cup-winners"">",Buy Durban Poison Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-durban-poison/prod_369,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:41.889508,Durban Poison,"Durban Poisson by Dutch Passion Seeds is now in stock at The Attitude Seebank - best online store with widest collection of marijuana seeds. Place an order securely online or over the phone. Shop with us for discounts, promotions and extra freebies.",Prod_369,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",Dutch Passion Seeds - Durban Poison | Buy Securely Online Best Quality Medical Marijuana Seeds,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-duck/prod_4671,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:42.184959,Frisian Duck x Auto White Widow,Best autoflowering marijuana seeds for sale. Shop for new Dutch Passion Auto Duck Feminized Cannabis Seeds. Buy online or order over the phone.,Prod_4671,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",AUTO Duck - Dutch Passion Automatic Feminized Seeds,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-desfran/prod_5933,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:42.572250,Sex: Feminized,Automatic Desfran by Dutch Passions Seeds is now available to order securely online or over the phone. Place an order with us securely online or over the phone. Get additional freebies for bank transfer or crypto currency payment. Extra discount for money order. For more details visit our website. ,Prod_5933,Autoflower,Autoflower,Stash,"cupWinnerTrump"">","Dutch Passion Seeds - AUTO Desfran | Extra Freebies, Discounts and Promotions",Dutch Passion,66.7,High,18%,
Dutch Passion,https://dutch-passion.us/cannabis-seeds/desfran,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:43.009340,have won quite a few cups over the years.,"DesfrÃ¡n is a fast-growing pure Sativa backcross of Destroyer with epic yields, very high THC and a special combo of apple, pear, honey and caramel notes.",Desfran,Autoflower,Autoflower,"block; margin-left: auto; margin-right: auto; width: 500px; height: 265px;"" width=""500""/>","cup-winners"">",Buy DesfrÃ¡n Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-daiquiri-lime/prod_4008,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:43.343888,Californian Orange x Sour Diesel,Premium quality cannabis seeds for sale at the Attitude Seed Bank. Shop for AutoDaiquiri Lime by Dutch Passion. Buy AutoFem Cannabis Seeds Online.,Prod_4008,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",AutoDaiquiri Lime - Dutch Passion Seeds | Buy Medical Marijuana Seeds Souvenirs UK At Low Prices,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-critical-orange-punch/prod_5585,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:43.609367,(Grandaddy Purps x Orange Bud) x XXL Auto Kritical Bilbo,"The Attitude Seedbank offers discreet, quick and secure worldwide shipping of all orders placed securely online or over the phone. Shop with us for a new strain from Dutch Passion Seeds collection. Buy feminized AUTO Critical Orange Punch at low prices.",Prod_5585,Autoflower,Autoflower,Stash,"cupWinnerTrump"">","Dutch Passion - AUTO Critical Orange Punch | Discounts, Promotions And Extra Freebies With Every Order",Dutch Passion,65.5,High,,euphoric
Dutch Passion,https://dutch-passion.us/cannabis-seeds/auto-critical-orange-punch,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:43.993618,. The genetic base was Grandaddy Purple (Purps) x Orange Bud. This was called Orange Punch,"XXL yields, 15-20% THC, pungent aroma and easy to grow. This Orange Punch X Auto Kritical Bilbo cross is your getaway to an uplifting citrus-infused journey.",Auto Critical Orange Punch,Autoflower,Autoflower,"400;"">","cup-winners"">",Auto Critical Orange Punch Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-colorado-cookies/prod_4007,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:44.291315,Girl Scout Cookies x Auto Blueberry,Buy top marijuana Dutch Passion Seeds online at the Attitude Seed Bank at low prices. AutoColorado Cookies is now in stock. Discreet worldwide shipping and the best cannabis seeds promotions.,Prod_4007,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",Dutch Passion Seeds - AutoFem Seeds | Top Quality Medical Marijuana Seeds At Low Prices,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-cinderella-jack/prod_4670,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:44.633958,Cinderella 99 x Jack Herer x Magnum,Fantastic selection of auto-flowering marijuana seeds available to buy online at the Attitude Seedbank. Shop for new AUTO Cinderella Jack by Dutch Passion.,Prod_4670,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",AUTO Cinderella Jack - Dutch Passion - Automatic Cannabis Seeds,Dutch Passion,66.7,High,25.95%,
Dutch Passion,https://dutch-passion.us/cannabis-seeds/auto-cinderella-jack,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:45.720201,"were used from the â€œMagnum"" genetic line",This (Cinderella 99 X Jack Herer) X Magnum majestic cross produce XL yields of compact buds with a delicious terpene profile and sky-high THC percentages.,Auto Cinderella Jack,Autoflower,Autoflower,"//dutch-passion.us/static/version1767170395/frontend/DutchPassion/Hyva_Dutch/en_US/css/styles.css"" media=""all"" rel=""stylesheet"" type=""text/css""/>","cup-winners"">",Buy Auto Cinderella Jack Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-CBG-force/prod_7277,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:46.029404,Research Genetics,Auto CBG-Force is just one of the top quality Cannabis Seeds from Dutch Passion and now available to buy online at the Attitude Seedbank UK.,Prod_7277,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",Dutch Passion Seeds AUTO CBG-Force | Attitude Seedbank UK,Dutch Passion,66.7,High,0.15%,
Dutch Passion,https://dutch-passion.us/cannabis-seeds/auto-CBG-force,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:46.428932,Feminized autoflower,Unleash the power of CBG with this groundbreaking autoflowering marijuana strain suitable for beginners. Expect 10-15% CBG and very low THC (<0.2%)!,Auto Cbg Force,Autoflower,Autoflower,"block; margin-left: auto; margin-right: auto; width: 500px; height: 500px;"" width=""500""/>","cup-winners"">",Buy Auto CBG-Force Cannabis Seeds | Dutch Passion USA,Dutch Passion,59.8,Medium,,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-auto-cbd-victory/prod_7531,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:46.785520,â€œResearch Geneticsâ€ gene pool,Shop for many unique varieties created by Dutch Passion Seeds. Buy online  Cannabis Seeds by Dutch Passion Seeds marijuana seeds at the Attitude Seedbank UK.,Prod_7531,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",Dutch Passion Seeds AUTO CBD-Victory | Attitude Seedbank UK,Dutch Passion,66.7,High,4-6%,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-cbd-auto-white-widow/prod_4673,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:47.059879,Original Auto White Widow x CBD Sweet and Sour Widow,CBD AUTO White Widow is now now sale at the Attitude Seedbank. This high quality cannabis seed is produced by Dutch Passion Seeds. Buy seeds UK.,Prod_4673,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",CBD AUTO White Widow - Dutch Passion Feminized Autoflower,Dutch Passion,66.7,High,15-20%,
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-cbd-auto-compassion-lime/prod_4672,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:47.454180,CBD Compassion X Daiquiri Lime,Fill your seed library with autofowering Dutch Passion cannabis seeds. Buy new CBD AUTO Compassion Lime marijuana strain.,Prod_4672,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",CBD AUTO Compassion Lime | Dutch Passion | Medicinal Seeds,Dutch Passion,72.4,High,13.50%,body
Dutch Passion,https://www.cannabis-seeds-bank.co.uk/dutch-passion-seeds-cbd-auto-charlottes-angel/prod_5538,"['structured', 'description', 'patterns', 'fallback']",2026-01-10T22:24:47.749847,CBD Charlotte's Angel x CBD Auto Compassion Lime,Buy online Dutch Passion Seeds CBD AUTO Charlotte's Angel. These great souvenirs can be purchased online or over the phone at the Attitude Seedbank UK.,Prod_5538,Autoflower,Autoflower,Stash,"cupWinnerTrump"">",Dutch Passion Seeds CBD AUTO Charlotte's Angel - Attitude Seed Bank,Dutch Passion,66.7,High,10-15%,
