strain_id,seed_bank,strain_name_raw,awards_raw,breeder_name_raw,cbd_content_raw,cbd_max_raw,cbd_min_raw,cbd_range_raw,cbn_content_raw,climate_raw,description_raw,difficulty_raw,dominant_type_raw,effects_all_raw,flavors_all_raw,flowering_time_raw,flowering_type_raw,generation_raw,genetics_lineage_raw,height_indoor_raw,height_outdoor_raw,height_raw,indica_percentage_raw,is_hybrid_raw,s3_html_key_raw,sativa_percentage_raw,scraped_at_raw,seed_type_raw,source_url_raw,suitable_environments_raw,terpenes_raw,thc_average_raw,thc_content_raw,thc_max_raw,thc_min_raw,thc_range_raw,total_grow_time_raw,yield_indoor_raw,yield_outdoor_raw
2169b4e3-ad24-4d7e-8bec-828b7107f8c2,amsterdam,Krank Feminized,,,,,,,,,"Krank will give you a potent jolt of energetic and uplifting effects, perfect for sparking creativity or tackling your to-do list. This Sativa-dominant hybrid (55% Sativa / 45% Indica) boasts a high THC level of up to 26%. YouÃ¢ÂÂll enjoy a unique flavor profile of sweet, musky, and skunky notes. With an average flowering time and a moderate grow difficulty, you can expect impressive indoor yields of up to 600 grams per square meter from these tall plants.",Moderate,,energetic,sweet,6-10 weeks,,,,,,,45.0,,html/38b416dbd6312223.html,55.0,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/krank-feminized/,,,,26.0,,,,,,
a51eb399-2e16-45b4-83f2-779252d0f459,amsterdam,Skunk Supreme Feminized Seeds,,,,,,,,"Continental, Mediterranean, Temperate","Skunk Supreme feminized seeds are a marijuana growerÃ¢ÂÂs dream, as they offer all the benefits of Skunk genetics in an easy-to-grow package. The result is a high-yielding, potent plant that is perfect for those looking to get the most out of their crop. Thanks to the meticulous work of our beloved master cultivators we have created this little wonder.",Easy,,energetic,herbs,8-9 weeks,,,in an easy-to-grow package,,,,60.0,,html/3bb05a127a8322ab.html,40.0,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/skunk-supreme-feminized-seeds/,,,,20.0,,,,,,
78fa3a43-6851-4eff-a567-58573383b321,amsterdam,Mimosa Feminized Seeds,,,,,,,,"Cold, Mediterranean, Temperate, Tropical","Experience the Delightful Journey of a Remarkable Cannabis StrainWelcome to the world of Mimosa, an extraordinary cannabis strain that promises a truly delightful experience. As a passionate marijuana grower, I am thrilled to share my firsthand knowledge and expertise with you. Join me as we explore the captivating qualities of Mimosa Feminized Seeds and discover why it has become a favorite among cannabis enthusiasts.",Moderate,,relaxed,pine,9-10 weeks,,,"ing Clementine and Purple Punch, two renowned strains that contribute to its exceptional genetic mak",,,,75.0,,html/3bc601a29e85f655.html,25.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/mimosa-feminized-seeds/,,,,20.0,50.0,40.0,,,,
176b303a-cb36-4b1d-b833-0b875a00a047,amsterdam,Super Silver Haze,,,,,,,,"Temperate, Tropical","Super Silver Haze is a popular Sativa-dominant hybrid that is known for its high THC content. It has been awarded three times in a row, with the prestigious High Times Cannabis Cup. At Amsterdam Marijuana Seeds (AMS) we have given it a spin, making the old-style strain compatible with this new era. The strain is a cross between Skunk, Northern Lights, and Haze, it has a sweet, pungent, and earthy aroma. The high is cerebral and uplifting, perfect for daytime use. Super Silver Haze is also a great strain for creativity and socializing. Whether youÃ¢ÂÂre looking to jump-start your day or get your creative juices flowing, this strain is a great choice.",Moderate,,energetic,pine,6-10 weeks,,,"between Skunk, Northern Lights, and Haze, it has a sweet, pungent, and earthy aroma",,,,35.0,,html/3c32b68c58642c49.html,65.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/super-silver-haze/,,,,24.0,,,,,,
34b7f2e0-2e31-4072-a7ec-12930f68f2f1,amsterdam,Lava Cake Feminized Seeds,,,,,,,,"Mediterranean, Warm Dry","Lava Cake is one of the most demanded strains in recent times, among other reasons for its excellent flavor and relaxing effects. As always at Amsterdam Marijuana Seeds we are always on the move to keep up with the latest strains and trends. This beauty is very popular in the US and has an exceptional lineage; Thin Mint GSC and Grape Pie. Grow this delicious strain and enjoy its relaxing effects in just over 8 weeks. This strain has a lot to brag about.",Moderate,,energetic,berries,8-9 weeks,,,; Thin Mint GSC and Grape Pie,,,,75.0,,html/3e9eb3aaf8e8d1d5.html,25.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/lava-cake-feminized-seeds/,,,,18.0,,,,,,
aa95d765-3dbe-4a2e-a2b9-172ccdd9e2cf,amsterdam,White Widow Marijuana Seeds,,,,,,,,,"White Widow is without a doubt one of the strongest and most successful commercialized cannabis strains on the market today. This highly popular weed can be found at the top of every Dutch coffee shop menu. Actually, that is not quite a surprise, since the White Widow strain finds itÃ¢ÂÂs origin in the marijuana capital of Amsterdam.",Moderate,,energetic,pine,8-12 weeks,,,,,,,60.0,,html/4221140305dd374b.html,40.0,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/white-widow-marijuana-seeds/,,,,24.0,30.0,20.0,,,,
15817540-7a3c-40f6-8fec-cbfba7db568a,amsterdam,Skunk Red Hair Seeds,,,,,,,,,Skunk Red Hair is weed that is easily to recognize by the red hairs. This strain is fast growing and early flowering. You can expect an excellent yield. Skunk Red Hair is one of a kind. Buy these seeds now at Amsterdam Marijuana Seeds and enjoy the typical skunk taste and smell. The tight bud formation makes Skunk Red Hair your own hidden gem.,Easy,,energetic,sweet,6-10 weeks,,,,,,,75.0,,html/4270288f4b045188.html,25.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/skunk-red-hair-seeds/,,,,15.0,,,,,,
e3337ab2-e0b1-434f-ae8f-141c82850a40,amsterdam,Happy Haze Feminized,,,,,,,,"Mediterranean, Temperate, Tropical","Happy Haze is a strain with strong euphoric effects. Happy Haze has a clear-headed high, but after some time, you will notice the Indica effects begin to emerge.",Moderate,,energetic,herbs,10-16 weeks,,,,,,,25.0,,html/45fc08a4cceecfb1.html,75.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/happy-haze-feminized/,,,,30.0,,,,,,
3a2b62f3-3337-427f-b8c1-769d899b0ebc,amsterdam,Boogie Nights Feminized,,,,,,,,,"Boogie Nights Ã¢ÂÂ Set up your disco ball, light up a joint, and let the fun and good vibes flow. It is Sativa dominant (60%) and reaches quite powerful THC levels, between 20 and 30%. YouÃ¢ÂÂll feel the party vibe after consuming this weed.","Expert, Moderate",,relaxed,sweet,6-10 weeks,,,,,,,40.0,,html/47f552c1c67a2d2e.html,60.0,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/boogie-nights-feminized/,,,,30.0,,,,,,
cb538fec-f787-42f7-bdc4-0cd92c94be08,amsterdam,Rainbow Kush Feminized,,,,,,,,"Cold, Warm Dry","The origin of the Rainbow Kush strain is a bit of a mystery, itÃ¢ÂÂs the most colorful marijuana strain in appearance and history. The only thing we know for sure is that itÃ¢ÂÂs a mix between Master Kush, Hindu Kush, and MontelÃ¢ÂÂs Pride. But thatÃ¢ÂÂs it! Some say the Rainbow Kush Plant was created by accident, while others believe they were bred specifically for their vibrant colors and relaxing effects.","Easy, Moderate",,relaxed,pine,6-10 weeks,,,and an average flowering period of 8 to 9 weeks,,,,85.0,,html/496cffd485fbe815.html,15.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/rainbow-kush-feminized/,,,,15.0,,,,,,
9d38402e-e6de-4f30-9534-c2cb7780abb6,amsterdam,Girl Scout Cookies Autoflower Seeds,,,,,,,,"Mediterranean, Temperate","Girl Scout Cookies XTRM Auto-flower is the perfect Indica dominant hybrid. This classic has its origin on the west coast of the United States where it quickly became very popular. Today Girl Scout Cookies is undoubtedly one of the most popular cannabis strains worldwide. Born by crossing the popular OG Kush with the aromatic Durban Poison, this strain has an impressive heritage. This robust strain is sure to deliver thanks to its power and pleasant effects; relaxed, creative, and sociable. As one of our AMS XTRM strains, weÃ¢ÂÂve worked hard to improve on this classic by increasing yield, resistance, and potency.","Easy, Moderate",,energetic,citrus,6-10 weeks,,,"ing the popular OG Kush with the aromatic Durban Poison, this strain has an impressive heritage",,,,80.0,,html/4ad9648f73661588.html,20.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/girl-scout-cookies-autoflower-seeds/,,,,22.0,,,,,,
d1d22417-3d7a-44a5-abe9-438bbdb9c8ed,amsterdam,Dreamcatcher,,,,,,,,,"Dreamcatcher weed is one colorful and tasty fusion of Black Domina/Blueberry X Blue Chronic. This strain is one of the newest on the market, which is already one reason to grow it. Another reason is that in this strain youÃ¢ÂÂll find a great combination of an indica and sativa strain, together they make the ultimate hybrid.",Moderate,,energetic,citrus,8-12 weeks,,,,,,,,,html/4d29652da2e1bbf7.html,,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/dreamcatcher/,,,,20.0,,,,,,
67970273-ba52-4fbb-bfde-6ce8e7a29800,amsterdam,Misty Marijuana Seeds,,,,,,,,"Mediterranean, Warm Dry","We have mixed the Majestic White Widow and Snow White to obtain this wonder of nature. Her name is Misty. YouÃ¢ÂÂll fall in love at first sight with this strain. ItÃ¢ÂÂs an easy-to-handle, High-THC plant.",Easy,,energetic,herbs,6-10 weeks,,,,,,,70.0,,html/4d7acc259f304963.html,30.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/misty-marijuana-seeds/,,,,20.0,,,,,,
821f4358-7620-4f1a-abc3-4d010731ba96,amsterdam,Paranoia Xtrm Feminized Seeds,,,,,,,,"Continental, Mediterranean, Temperate, Warm","Prepare to unleash the beast with Paranoia XTRM, a powerhouse strain born from the elite genetics of GG Papaya, Diesel, and Kush. This tantalizing hybrid delivers a remarkable combination of potency, flavor, and massive yields, making it a top choice for cannabis enthusiasts and cultivators alike. With a balanced composition of 60% Sativa and 40% Indica, Paranoia XTRM offers dynamic effects that ignite creativity and relaxation in equal measure.",Moderate,,energetic,citrus,,,,"of GG Papaya, Diesel, and Kush",,,,,,html/4ee40b5106cfc6b2.html,,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/paranoia-xtrm-feminized-seeds/,,,,31.0,,,,,,
427db77f-4936-4cf5-98e6-fa5ee37ef476,amsterdam,Harley,,,7.0,,,,,"Continental, Mediterranean, Temperate","Capa Harley is a cross between Harlequin and our Green Crack. These very different strains blend beautifully together to bring you the balanced hybrid strain that leans a bit more towards Indica dominance. It is a great medicinal strain thanks to its high CBD, being around 5-7%. You can also say goodbye to stress just after a few tokes as your body will feel happy and relaxed while its earthy and woody tones fill the room. Users report cerebral euphoria upon using this strain. Harley produces a high yield of beautiful buds covered in trichomes. It can be grown indoors or outdoors and also does well when grown hydroponically.",Easy,,energetic,citrus,6-10 weeks,,,between Harlequin and our Green Crack,,,,60.0,,html/4effb9ea7fb53400.html,40.0,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/harley/,,,,15.0,7.0,5.0,,,,
79e5ab28-b844-40de-9ae0-bc4ed129929b,amsterdam,Kryptonite Marijuana Seeds,,,,,,,,"Continental, Mediterranean, Temperate","The Kryptonite strain is one of the stronger strains available at the moment. This top-notch strain has all the great qualities you are looking for. We crossed our all-time favorite Medijuana with the immensely potent Amnesia Trance, resulting in our stunning Kryptonite seeds. With a THC level of 23% and up!","Easy, Moderate",,energetic,pine,8-12 weeks,,,"ed our all-time favorite Medijuana with the immensely potent Amnesia Trance, resulting in our stunni",,,,50.0,,html/521eedfac65b43ee.html,50.0,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/kryptonite-marijuana-seeds/,,,,23.0,,,,,,
966121dd-8d53-4c96-9731-72fdda4c4b5f,amsterdam,Bonfire Feminized,,,,,,,,,"Bonfire feminized weed seeds. Imagine you, alone or with your friends, around the bonfire. Chilling, making fun, and enjoying life every day. If this sounds good to you, you have to grow our brand new bonfire seed. The THC and CBD levels of bonfire weed are in perfect balance and therefore the bonfire strain is perfect for daily use.",Moderate,,energetic,citrus,8-12 weeks,,,"between the worldÃ¢ÂÂs finest Indica hybrid, the crystal-coated Black Domina, and New York Turbo Diesel",,,,50.0,,html/528a8aef345f2396.html,50.0,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/bonfire-feminized/,,,,30.0,,,,,,
d0d1fbfa-7d03-4684-b790-4bf306167f8a,amsterdam,Gushers Feminized Seeds,,,,,,,,"Mediterranean, Temperate, Warm Dry","Gushers is a very cutting-edge variety. Perfect for the most innovative smokers who like to stay up-to-date in the exciting world of marijuana. This strain was born in the USA from a cross between Triangle Kush and Gelato #41 and is one of the most demanded varieties in California today. At AMS we are very happy to be able to offer you this strain with an unbeatable pedigree, its effects will make you float wherever you are due to its high levels of THC and its yield will delight even the most demanding growers. What are you waiting for? Get on the Gushers train!","Expert, Moderate",,relaxed,berries,6-10 weeks,,,between Triangle Kush and Gelato #41 and is one of the most demanded varieties in California today,,,,75.0,,html/53a091f7a99a2cba.html,25.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/gushers-feminized-seeds/,,,,20.0,,,,,,
80ff9334-f06c-4a7d-8395-2399fc686dbe,amsterdam,New York Turbo Diesel Autoflower,,,,,,,,"Mediterranean, Temperate, Tropical","The New York Turbo Diesel strain has its roots in The Big Apple and has been voted the best Sativa in the High Times Cannabis Cup. After all the great stories about New York Diesel, we decided to get the seeds from a friend breeder and improve the quality to adapt it to the AMS standards. This is version 2.0 and the result is a strain with a higher yield, without losing its powerful exotic qualities.","Easy, Moderate",,energetic,diesel,6-10 weeks,,,,,,,25.0,,html/56112ca00cd2a863.html,75.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/new-york-turbo-diesel-autoflower/,,,,20.0,,,,,,
d8165295-b258-48bd-a34b-5229a7cd3218,amsterdam,Bob Marley Sativa Seeds,,,,,,,,,The original Bob Marley weed is a must-have in your breeding collection. ItÃ¢ÂÂs the icon of cannabis reincarnated. The Bob Marley strain is very true to our legendary artist in both aroma and flavor. ItÃ¢ÂÂs sweet and exotic with a smooth and chilly high that is energetic and uplifting. Take a trip to Jamaica with this weed! Order Bob Marley seed at Amsterdam Marijuana Seeds (AMS) and get your own icon of cannabis.,,,energetic,sweet,10-12 weeks,,,,,,,25.0,,html/579f6aa24f7ccdac.html,75.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/bob-marley-sativa-seeds/,,,,30.0,30.0,20.0,,,,
a7173ae9-a777-4135-8685-44cbc6646d47,amsterdam,Strawberry Ice Feminized Seeds,,,,,,,,"Mediterranean, Tropical, Warm Dry","Imagine the scent of fresh, ripe strawberries wafting through the air, a sweet perfume that captivates your senses. Now, picture this scent intricately woven with an expanding sensation potent enough to make even seasoned marijuana enthusiasts pause. This is Strawberry Ice, a powerful Sativa-dominant strain shrouded in mystery, its genetic lineage the subject of much intrigue. However, piecing together the clues left by its scent, flavor, and effect, the most likely lineage of Strawberry Ice is the offspring of Haze and Strawberry Fields.",Moderate,,energetic,berries,8-12 weeks,,,the subject of much intrigue,,,,20.0,,html/57a4f89ac7eb804f.html,80.0,2026-01-14,"Hybrid, Sativa",https://amsterdammarijuanaseeds.com/strawberry-ice-feminized-seeds/,,,,23.0,,,,,,
8f80f911-72e2-4fa2-8fd2-098cadbf098c,amsterdam,Light Of Jah Autoflower,,,,,,,,"Mediterranean, Tropical, Warm Dry","This multiple Cannabis Cup Winner is undoubtedly one of the best types of marijuana in the cannabis world today. Named in honor of world famous global hemp activist and author of the most informative book on hemp and cannabis The Emperor Wears No Clothes, Jack Herer.",Easy,,energetic,herbs,6-10 weeks,,,Our Light of Jah strain is a strain that has won numerous awards at the famous High Times Cannabis C,,,,25.0,,html/57e84c04425b9585.html,75.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/light-of-jah-autoflower/,,,,26.0,,,,,,
741608c9-8a62-45c9-97d3-d1a22170ecad,amsterdam,Ams Supreme Feminized,,,,,,,,"Continental, Mediterranean, Temperate, Warm Dry","AMS Supreme is the ultimate relaxation strain. We crossed our famous White Widow XTRM and Critical, so it has high THC and low CBD levels. It can give you that perfect couch-locking experience. Whether youÃ¢ÂÂre looking to wind down with a movie or just want to relax and take a nap, AMS Supreme Feminized Seeds will help you get there. So sit back, relax, and enjoy the ride.",Moderate,,energetic,herbs,8-9 weeks,,,"ed our famous White Widow XTRM and Critical, so it has high THC and low CBD levels",,,,60.0,,html/5d7f79313729a400.html,40.0,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/ams-supreme-feminized/,,,,23.0,,,,,,
0daa9e10-632e-499c-a55d-701d42a021d1,amsterdam,Ice Cream Cake Feminized Seeds,,,,,,,,"Mediterranean, Warm Dry","WhatÃ¢ÂÂs better than Ice Cream and Cake? Ice Cream Cake! This tasty strain is born from a blend of the beloved Wedding Cake and the delicious Gelato. A mix that is sure to impress, as it combines two of the most beloved strains of our times. At AMS we always stay up to date on the latest genetics, thatÃ¢ÂÂs why we never stop innovating, always offering you the best quality seeds. Do you want to know more about this strain? Keep reading.",Easy,,energetic,citrus,6-10 weeks,,,", thatÃ¢ÂÂs why we never stop innovating, always offering you the best quality seeds",,,,75.0,,html/5f54d1e77a24536f.html,25.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/ice-cream-cake-feminized-seeds/,,,,23.0,,,,,,
81d63198-3468-45f5-a5ab-48b8f85f3e55,amsterdam,Mega Jackpot Seeds,,,,,,,,Mediterranean,"You just won the Mega Jackpot. Buying these genetics means you just purchased winning tickets. Why? Because every seed will grow out to be a Muhammad Ali amongst all marijuana strains: strong, fierce, and unbeatable. Are you a commercial grower looking to score? Then start betting on the Ã¢ÂÂgreatest of all timeÃ¢ÂÂ. Choose the winner with the biggest buds: Mega Jackpot.",Moderate,,relaxed,berries,8-12 weeks,,,means you just purchased winning tickets,,,,35.0,,html/5fda03bc1fd4350f.html,65.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/mega-jackpot-seeds/,,,,25.0,,,,,,
21b94e28-431f-49cc-b09c-cf980237ead7,amsterdam,Master Kush Feminized Seeds,,,,,,,,"Cold, Mediterranean, Warm Dry","Master Kush is a hybrid of two different landraces. Pakistan is where they got their start. And right here in Amsterdam, Master Kush was further grown and developed. Master Kush has an F4 classification, meaning it is an extremely stable strain. It is known for its relaxing and couch-locking effect. The buds have a sweet and earthy flavor with hints of citrus.",Moderate,,relaxed,citrus,6-10 weeks,,,,,,,85.0,,html/6046eb714f5b94b8.html,15.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/master-kush-feminized-seeds/,,,,30.0,,,,,,
2d5f7e19-0796-4665-bdf1-c062bbc6ab15,amsterdam,Blue Cookies Feminized Seeds,,,2.0,,,,,"Mediterranean, Temperate, Warm Dry","Girl Scout Cookies and Blueberry came together to create this tasty strain, Blue Cookies. Two powerhouse-Indica dominant strains mixed together can only bear fantastic results. Delicious fruity notes and a relaxing and euphoric effect, make this a popular strain sure to please even the most discerning tokers.","Easy, Moderate",,relaxed,berries,6-10 weeks,,,,,,,90.0,,html/6094ecbe948c8858.html,10.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/blue-cookies-feminized-seeds/,,,,23.0,,,,,,
152512d5-9346-4650-b294-4de7cd9cc67a,amsterdam,Green Crack Feminized Seeds,,,,,,,,"Mediterranean, Temperate","The origin of Green Crack is in dispute. It seems that it was originally developed in Athens, Georgia, in the Ã¢ÂÂ70s. It is also debatable as to whether it is descended from the popular Skunk or from some Afghan Indica. Whatever the origins, it is an amazing strain.","Easy, Moderate",,energetic,herbs,7-9 weeks,,,,,,,20.0,,html/60ceba70ac7aa365.html,80.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/green-crack-feminized-seeds/,,,,30.0,,,,,,
f257da7f-8689-482b-ae8e-8cf350f3a1f6,amsterdam,Northern Lights Xtrm Autoflower,,,,,,,,"Cold, Mediterranean, Warm Dry","The Northern Lights Autoflowering strain is a beautiful balance of 11 different genetics from various strains that find their origins on the west coast of the United States. This particular plant is predominated by a sweet, tropical Indica and has a THC level of 15 Ã¢ÂÂ 20%. This makes for a delightful aroma and a very relaxing high.",Easy,,energetic,herbs,7-8 weeks,,,from various strains that find their origins on the west coast of the United States,,,,70.0,,html/60d065eb0ab053e2.html,30.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/northern-lights-xtrm-autoflower/,,,,20.0,50.0,40.0,,,,
836d05eb-d08d-4657-a882-fd31b6f14820,amsterdam,Haze Feminized Seeds,,,,,,,,,The original sativa from California with a light Skunk crossing. Bushy tall plant with leggy stems and log gold tinged buds with narrow leaves. The THC ratio of sativas is always high so the buds might be small but they are very potent.,,,energetic,,8-12 weeks,,,,,,,25.0,,html/619cda6c7afaa59b.html,75.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/haze-feminized-seeds/,,,,21.0,,,,,,
8fcad249-850b-47a3-b507-0a85647a79a4,amsterdam,Pixie Dust Feminized Marijuana Seeds,,,,,,,,Mediterranean,"Pixie Dust Feminized is a cross between the famous White Widow and Lavender. The combination between these two strains results in a super tasty weed which will be hard to forget about once youÃ¢ÂÂve tried it. She is easy to grow and with her rock hard buds, harvesting will be a piece of cake. The high you get from Pixie Dust weed is insanely strong and long lasting.",Easy,,energetic,sweet,8-12 weeks,,,between the famous White Widow and Lavender,,,,70.0,,html/6413bff6fb4692ad.html,30.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/pixie-dust-feminized-marijuana-seeds/,,,,25.0,,,,,,
376b9cd6-8705-45c7-b451-41d4a4d0b20c,amsterdam,Skunk Special Seeds,,,,,,,,"Mediterranean, Temperate","Skunk Special is a classic. She is the mother of many well-known strains and became popular in the 60s and 70s in the USA, and later on conquered The Netherlands in the 80s. And boy, what are we glad we got introduced to this beauty.","Easy, Moderate",,energetic,citrus,6-10 weeks,,,,,,,70.0,,html/6758e438ba7eaa26.html,30.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/skunk-special-seeds/,,,,15.0,,,,,,
3e127278-a316-45e4-908c-a0c31c1b8b46,amsterdam,Jack O Lantern Feminized,,,,,,,,,Jack OÃ¢ÂÂLantern is predominantly an Indica strain. This makes it perfect for sitting back with a good cup of coffee in one hand and a good joint in the other while you let your mind get rid of any worries.,Moderate,,relaxed,citrus,6-10 weeks,,,,,,,60.0,,html/685261fffd98b558.html,40.0,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/jack-o-lantern-feminized/,,,,20.0,,,,,,
5f92f954-80ad-4669-bd01-dca7f3027860,amsterdam,La Blanca Feminized Seeds,,,,,,,,,"Our beloved White Widow was sent to our beloved friends and colleagues in Spain. We challenged them to make it even better, challenge excepted they replied. La Blanca is a White Widow with a Spanish twist. La Blanca boosts appetite and is great for a siesta.",,,energetic,,8-12 weeks,,,,,,,,,html/69e8fd76c3604225.html,,2026-01-14,,https://amsterdammarijuanaseeds.com/la-blanca-feminized-seeds/,,,,30.0,30.0,20.0,,,,
8213d7a3-eccd-449e-ba43-d2d5614a426d,amsterdam,Master Kush Seeds,,,,,,,,,"If youÃ¢ÂÂre looking for a delicious skunk strain with an exotic twist, then youÃ¢ÂÂll want to try Hawaii Skunk. The original Hawaiian strain crossed with Skunk#1 gives a plant that is short and sturdy. Ideal for outdoor growers. Hawaii skunk is also very easy to grow. This sweet and pungent strain has strong effects that will leave you feeling relaxed and euphoric. A must for novelty lovers, smoke it close your eyes, and hear the waves break on Honolulu beach!",Moderate,,energetic,citrus,7-9 weeks,,,ed with Skunk#1 gives a plant that is short and sturdy,,,,80.0,,html/6a12d0727f574e46.html,20.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/master-kush-seeds/,,,,25.0,,,,,,
7dd0af5f-fa02-4223-96ee-b4b4e81d8a42,amsterdam,Durban Poison Feminized Marijuana Seeds,,,,,,,,,,,,energetic,lemon,,,,"of pure cannabis breeds, and those bred from female and male parental figures usually give 50% male",,,,,,html/6a3099ff4b7fa91d.html,,2026-01-14,,https://amsterdammarijuanaseeds.com/durban-poison-feminized-marijuana-seeds/,,,,,,,,,,
48d8fbe0-e732-40ef-92d2-79cb0a9221a4,amsterdam,Blueberry 420 Autoflower Seeds,,,,,,,,"Cold, Mediterranean, Temperate","Looking for a cannabis strain that is easy to grow and wonÃ¢ÂÂt require a lot of maintenance? Check out Blueberry 420 autoflower seeds! These babies are perfect for impatient growers who want to see results fast. Plus, the delightful berry flavor is sure to please everyoneÃ¢ÂÂs palate.",Moderate,,energetic,berries,6-10 weeks,,,"The genealogy of this feminized strain can be traced all the way back to Goa, India",,,,60.0,,html/6b8d7294be8cd9be.html,40.0,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/blueberry-420-autoflower-seeds/,,,,30.0,,,,,,
e1fc8657-a3bc-417a-8579-afeac32c0e20,amsterdam,Moab Autoflower,,,,,,,,"Mediterranean, Temperate, Tropical, Warm Dry","This exceptional strain has no equal, created especially for all the growers who are looking to smoke a strain that offers everything you have been looking for all your life. Made with a Blueberry 420 x Chem dawg crossed with a Blue Dream XTRM x Hindu kush. This powerful strain is phenomenal when it comes to taste and flavor. She tastes both earthy and sweet, with a rich blueberry flavor with slight diesel undertones.","Expert, Moderate",,energetic,berries,6-10 weeks,,,ed with a Blue Dream XTRM x Hindu kush,,,,20.0,,html/6c9cfbe0c02de0e1.html,80.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/moab-autoflower/,,,,30.0,,,,,,
27370dc6-f0c3-4c48-81bd-54f10597de37,amsterdam,Lemon Ice Marijuana Seeds,,,,,,,,"Mediterranean, Temperate","Lemon Ice is a hybrid cannabis strain that combines the best of both Indica and Sativa effects. The high is cerebral and uplifting, while also providing full-body relaxation. This makes it a great choice for daytime use. The taste is sweet and lemony, with hints of diesel. Lemon Ice is perfect for growers who want to produce a high-quality product with an amazing taste. Give her enough space, because Lemon Ice marijuana loves the sun. With the right care, she will give you lots of her precious buds.",Moderate,,energetic,pine,6-10 weeks,,,,,,,30.0,,html/6d343e385dab6c36.html,70.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/lemon-ice-marijuana-seeds/,,,,20.0,,,,,,
62cd1ba9-f09b-46d4-9920-823ea2a39e7b,amsterdam,Big Bud Seeds,,,,,,,,,"Big Bud is a marijuana strain that is designed for commercial use. You will get a great harvest that is easy to grow. It takes a while before this extraordinary plant flowers, but the payout is worth the wait. Big Bud seeds of Amsterdam Marijuana Seeds (AMS) are considered the best seeds in the world. Try it and let its size surprise you.",Easy,,relaxed,sweet,6-10 weeks,,,"Of Skunk And Afghan Weed
Big Bud is actually a cross between Skunk and Afghan, which makes it simple",,,,70.0,,html/6ee8b67950bcc918.html,30.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/big-bud-seeds/,,,,15.0,,,,,,
4d00daab-0dfa-46a0-9be9-a5f9b06e6628,amsterdam,Chronic Feminized,,,,,,,,"Mediterranean, Temperate, Warm Dry","If you are a big cannabis fan, you definitely must have heard a thing about the chronic feminized cannabis strain. For many, their reasons for picking chronic feminized cannabis strain ahead of others is its combination of delicious sweet fragrance and its amazingly beautiful appearance. For others, chronic is simply their run-to for cannabis-derived medicinal properties. No matter how you choose to use this strain, it gives you a thousand reasons to keep coming back for more. It is considered the most demanded seed in the world, and not many seed banks can offer you a sustainable supply. But we have just enough to satisfy your hunger for a lifetime of premium cannabis experience.","Easy, Moderate",,relaxed,sweet,6-10 weeks,,,"-breeding of Northern Lights, Skunk, and AK 47",,,,70.0,,html/70e3fb172a645e71.html,30.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/chronic-feminized/,,,,20.0,,,,,,
